tau [fm]		R_piNS^-1
0.25		4.13918
0.26		3.98073
0.27		3.8341
0.28		3.69801
0.29		3.57136
0.3		3.45319
0.31		3.34269
0.32		3.23913
0.33		3.14188
0.34		3.05037
0.35		2.96411
0.36		2.88267
0.37		2.80564
0.38		2.73268
0.39		2.66347
0.4		2.59774
0.41		2.53522
0.42		2.47569
0.43		2.41893
0.44		2.36476
0.45		2.313
0.46		2.2635
0.47		2.2161
0.48		2.17069
0.49		2.12713
0.5		2.08531
0.51		2.04514
0.52		2.00652
0.53		1.96935
0.54		1.93356
0.55		1.89907
0.56		1.86582
0.57		1.83373
0.58		1.80275
0.59		1.77282
0.6		1.74388
0.61		1.7159
0.62		1.68882
0.63		1.66259
0.64		1.63719
0.65		1.61257
0.66		1.58869
0.67		1.56552
0.68		1.54304
0.69		1.52121
0.7		1.5
0.71		1.47938
0.72		1.45934
0.73		1.43985
0.74		1.42088
0.75		1.40242
0.76		1.38444
0.77		1.36693
0.78		1.34986
0.79		1.33323
0.8		1.31701
0.81		1.30119
0.82		1.28576
0.83		1.2707
0.84		1.25599
0.85		1.24163
0.86		1.22761
0.87		1.2139
0.88		1.20051
0.89		1.18742
0.9		1.17461
0.91		1.16209
0.92		1.14984
0.93		1.13785
0.94		1.12611
0.95		1.11462
0.96		1.10337
0.97		1.09235
0.98		1.08156
0.99		1.07098
1		1.06061
1.01		1.05045
1.02		1.04048
1.03		1.03071
1.04		1.02113
1.05		1.01172
1.06		1.0025
1.07		0.993442
1.08		0.984555
1.09		0.975829
1.1		0.967262
1.11		0.958848
1.12		0.950584
1.13		0.942466
1.14		0.934489
1.15		0.92665
1.16		0.918946
1.17		0.911373
1.18		0.903927
1.19		0.896606
1.2		0.889407
1.21		0.882325
1.22		0.87536
1.23		0.868507
1.24		0.861763
1.25		0.855128
1.26		0.848596
1.27		0.842168
1.28		0.835839
1.29		0.829607
1.3		0.823471
1.31		0.817428
1.32		0.811476
1.33		0.805613
1.34		0.799837
1.35		0.794146
1.36		0.788539
1.37		0.783012
1.38		0.777565
1.39		0.772196
1.4		0.766904
1.41		0.761686
1.42		0.756541
1.43		0.751467
1.44		0.746463
1.45		0.741528
1.46		0.73666
1.47		0.731858
1.48		0.727121
1.49		0.722446
1.5		0.717834
1.51		0.713282
1.52		0.708789
1.53		0.704355
1.54		0.699978
1.55		0.695658
1.56		0.691392
1.57		0.68718
1.58		0.683021
1.59		0.678914
1.6		0.674858
1.61		0.670852
1.62		0.666895
1.63		0.662986
1.64		0.659125
1.65		0.65531
1.66		0.65154
1.67		0.647816
1.68		0.644135
1.69		0.640498
1.7		0.636903
1.71		0.63335
1.72		0.629838
1.73		0.626366
1.74		0.622933
1.75		0.61954
1.76		0.616185
1.77		0.612867
1.78		0.609587
1.79		0.606343
1.8		0.603134
1.81		0.599961
1.82		0.596822
1.83		0.593718
1.84		0.590646
1.85		0.587608
1.86		0.584602
1.87		0.581628
1.88		0.578686
1.89		0.575774
1.9		0.572892
1.91		0.570041
1.92		0.567219
1.93		0.564426
1.94		0.561661
1.95		0.558925
1.96		0.556216
1.97		0.553535
1.98		0.55088
1.99		0.548252
2		0.54565
2.01		0.543074
2.02		0.540523
2.03		0.537996
2.04		0.535495
2.05		0.533017
2.06		0.530563
2.07		0.528133
2.08		0.525726
2.09		0.523342
2.1		0.52098
2.11		0.518641
2.12		0.516323
2.13		0.514027
2.14		0.511752
2.15		0.509498
2.16		0.507265
2.17		0.505052
2.18		0.502859
2.19		0.500687
2.2		0.498533
2.21		0.496399
2.22		0.494284
2.23		0.492188
2.24		0.49011
2.25		0.488051
2.26		0.48601
2.27		0.483986
2.28		0.48198
2.29		0.479992
2.3		0.47802
2.31		0.476066
2.32		0.474128
2.33		0.472206
2.34		0.470301
2.35		0.468412
2.36		0.466539
2.37		0.464681
2.38		0.462839
2.39		0.461012
2.4		0.4592
2.41		0.457403
2.42		0.455621
2.43		0.453853
2.44		0.4521
2.45		0.450361
2.46		0.448635
2.47		0.446924
2.48		0.445226
2.49		0.443542
2.5		0.441871
2.51		0.440213
2.52		0.438569
2.53		0.436937
2.54		0.435318
2.55		0.433711
2.56		0.432117
2.57		0.430535
2.58		0.428965
2.59		0.427407
2.6		0.425861
2.61		0.424327
2.62		0.422805
2.63		0.421294
2.64		0.419794
2.65		0.418305
2.66		0.416827
2.67		0.415361
2.68		0.413905
2.69		0.41246
2.7		0.411025
2.71		0.409601
2.72		0.408188
2.73		0.406784
2.74		0.405391
2.75		0.404008
2.76		0.402634
2.77		0.401271
2.78		0.399917
2.79		0.398573
2.8		0.397238
2.81		0.395912
2.82		0.394596
2.83		0.393289
2.84		0.391992
2.85		0.390703
2.86		0.389423
2.87		0.388152
2.88		0.38689
2.89		0.385636
2.9		0.384391
2.91		0.383154
2.92		0.381926
2.93		0.380706
2.94		0.379494
2.95		0.37829
2.96		0.377094
2.97		0.375907
2.98		0.374727
2.99		0.373555
3		0.37239
3.01		0.371234
3.02		0.370084
3.03		0.368943
3.04		0.367809
3.05		0.366682
3.06		0.365562
3.07		0.36445
3.08		0.363345
3.09		0.362246
3.1		0.361155
3.11		0.360071
3.12		0.358994
3.13		0.357923
3.14		0.356859
3.15		0.355802
3.16		0.354751
3.17		0.353707
3.18		0.35267
3.19		0.351639
3.2		0.350614
3.21		0.349596
3.22		0.348583
3.23		0.347577
3.24		0.346578
3.25		0.345584
3.26		0.344596
3.27		0.343614
3.28		0.342638
3.29		0.341668
3.3		0.340704
3.31		0.339745
3.32		0.338793
3.33		0.337846
3.34		0.336904
3.35		0.335968
3.36		0.335038
3.37		0.334113
3.38		0.333193
3.39		0.332279
3.4		0.33137
3.41		0.330466
3.42		0.329567
3.43		0.328674
3.44		0.327786
3.45		0.326903
3.46		0.326025
3.47		0.325152
3.48		0.324283
3.49		0.32342
3.5		0.322562
3.51		0.321708
3.52		0.32086
3.53		0.320016
3.54		0.319176
3.55		0.318342
3.56		0.317512
3.57		0.316686
3.58		0.315865
3.59		0.315049
3.6		0.314237
3.61		0.31343
3.62		0.312627
3.63		0.311828
3.64		0.311034
3.65		0.310243
3.66		0.309458
3.67		0.308676
3.68		0.307899
3.69		0.307125
3.7		0.306356
3.71		0.305591
3.72		0.30483
3.73		0.304073
3.74		0.30332
3.75		0.302571
3.76		0.301826
3.77		0.301085
3.78		0.300348
3.79		0.299614
3.8		0.298885
3.81		0.298159
3.82		0.297437
3.83		0.296718
3.84		0.296003
3.85		0.295292
3.86		0.294585
3.87		0.293881
3.88		0.293181
3.89		0.292484
3.9		0.291791
3.91		0.291101
3.92		0.290415
3.93		0.289732
3.94		0.289052
3.95		0.288376
3.96		0.287704
3.97		0.287034
3.98		0.286368
3.99		0.285706
4		0.285046
4.01		0.28439
4.02		0.283737
4.03		0.283087
4.04		0.282441
4.05		0.281797
4.06		0.281157
4.07		0.28052
4.08		0.279885
4.09		0.279254
4.1		0.278626
4.11		0.278001
4.12		0.277379
4.13		0.27676
4.14		0.276143
4.15		0.27553
4.16		0.27492
4.17		0.274312
4.18		0.273708
4.19		0.273106
4.2		0.272507
4.21		0.271911
4.22		0.271317
4.23		0.270727
4.24		0.270139
4.25		0.269554
4.26		0.268971
4.27		0.268391
4.28		0.267814
4.29		0.26724
4.3		0.266668
4.31		0.266099
4.32		0.265532
4.33		0.264968
4.34		0.264406
4.35		0.263847
4.36		0.263291
4.37		0.262737
4.38		0.262186
4.39		0.261637
4.4		0.26109
4.41		0.260546
4.42		0.260004
4.43		0.259465
4.44		0.258928
4.45		0.258394
4.46		0.257861
4.47		0.257332
4.48		0.256804
4.49		0.256279
4.5		0.255756
4.51		0.255235
4.52		0.254717
4.53		0.254201
4.54		0.253687
4.55		0.253175
4.56		0.252666
4.57		0.252159
4.58		0.251654
4.59		0.251151
4.6		0.25065
4.61		0.250151
4.62		0.249655
4.63		0.24916
4.64		0.248668
4.65		0.248178
4.66		0.24769
4.67		0.247204
4.68		0.24672
4.69		0.246237
4.7		0.245757
4.71		0.245279
4.72		0.244803
4.73		0.244329
4.74		0.243857
4.75		0.243387
4.76		0.242919
4.77		0.242453
4.78		0.241988
4.79		0.241526
4.8		0.241065
4.81		0.240606
4.82		0.24015
4.83		0.239695
4.84		0.239241
4.85		0.23879
4.86		0.238341
4.87		0.237893
4.88		0.237447
4.89		0.237003
4.9		0.236561
4.91		0.23612
4.92		0.235681
4.93		0.235244
4.94		0.234809
4.95		0.234375
4.96		0.233944
4.97		0.233513
4.98		0.233085
4.99		0.232658
5		0.232233
5.01		0.23181
5.02		0.231388
5.03		0.230968
5.04		0.230549
5.05		0.230132
5.06		0.229717
5.07		0.229303
5.08		0.228891
5.09		0.228481
5.1		0.228072
5.11		0.227664
5.12		0.227259
5.13		0.226854
5.14		0.226452
5.15		0.226051
5.16		0.225651
5.17		0.225253
5.18		0.224856
5.19		0.224461
5.2		0.224067
5.21		0.223675
5.22		0.223284
5.23		0.222895
5.24		0.222507
