T [fm^-1]		beta_pi
0.996		1.5577418882315
0.9965		1.56231917338531
0.997		1.56690449014268
0.9975		1.57149784828874
0.998		1.57609925763484
0.9985		1.58070872801606
0.999		1.58532626929184
0.9995		1.58995189134672
1		1.59458560408812
1.0005		1.59922741744807
1.001		1.60387734138122
1.0015		1.60853538586606
1.002		1.61320156090444
1.0025		1.61787587652055
1.003		1.62255834276095
1.0035		1.62724896969506
1.004		1.63194776741438
1.0045		1.63665474603313
1.005		1.64136991568538
1.0055		1.64609328652862
1.006		1.65082486874119
1.0065		1.65556467252184
1.007		1.6603127080911
1.0075		1.6650689856897
1.008		1.66983351557944
1.0085		1.67460630804205
1.009		1.67938737337885
1.0095		1.68417672191223
1.01		1.68897436398333
1.0105		1.69378030995342
1.011		1.69859457020295
1.0115		1.70341715513072
1.012		1.70824807515569
1.0125		1.71308734071531
1.013		1.71793496226429
1.0135		1.72279095027758
1.014		1.72765531524687
1.0145		1.73252806768231
1.015		1.73740921811236
1.0155		1.74229877708228
1.016		1.74719675515509
1.0165		1.7521031629114
1.017		1.75701801094831
1.0175		1.76194130987997
1.018		1.76687307033767
1.0185		1.77181330296893
1.019		1.7767620184374
1.0195		1.78171922742331
1.02		1.78668494062284
1.0205		1.79165916874784
1.021		1.79664192252608
1.0215		1.80163321270077
1.022		1.80663305003004
1.0225		1.81164144528833
1.023		1.81665840926359
1.0235		1.82168395276003
1.024		1.82671808659551
1.0245		1.83176082160335
1.025		1.83681216863066
1.0255		1.8418721385385
1.026		1.8469407422031
1.0265		1.85201799051326
1.027		1.85710389437259
1.0275		1.86219846469762
1.028		1.86730171241924
1.0285		1.8724136484805
1.029		1.87753428383854
1.0295		1.88266362946289
1.03		1.88780169633691
1.0305		1.89294849545525
1.031		1.89810403782643
1.0315		1.90326833447095
1.032		1.9084413964212
1.0325		1.91362323472263
1.033		1.91881386043216
1.0335		1.92401328461862
1.034		1.92922151836275
1.0345		1.93443857275665
1.035		1.93966445890466
1.0355		1.94489918792164
1.036		1.95014277093418
1.0365		1.95539521907989
1.037		1.96065654350736
1.0375		1.96592675537546
1.038		1.97120586585514
1.0385		1.97649388612666
1.039		1.98179082738142
1.0395		1.98709670082119
1.04		1.99241151765778
1.0405		1.99773528911287
1.041		2.00306802641895
1.0415		2.00840974081771
1.042		2.01376044356117
1.0425		2.01912014591037
1.043		2.02448885913615
1.0435		2.02986659451906
1.044		2.03525336334902
1.0445		2.04064917692454
1.045		2.0460540465543
1.0455		2.05146798355476
1.046		2.05689099925203
1.0465		2.06232310498105
1.047		2.06776431208494
1.0475		2.07321463191593
1.048		2.07867407583454
1.0485		2.0841426552099
1.049		2.0896203814191
1.0495		2.09510726584687
1.05		2.10060331988778
1.0505		2.10610855494238
1.051		2.11162298242053
1.0515		2.11714661373938
1.052		2.12267946032397
1.0525		2.12822153360617
1.053		2.13377284502655
1.0535		2.1393334060326
1.054		2.1449032280788
1.0545		2.15048232262763
1.055		2.15607070114808
1.0555		2.16166837511636
1.056		2.16727535601612
1.0565		2.17289165533774
1.057		2.1785172845775
1.0575		2.18415225524009
1.058		2.18979657883568
1.0585		2.19545026688134
1.059		2.20111333090065
1.0595		2.20678578242373
1.06		2.21246763298703
1.0605		2.21815889413292
1.061		2.22385957741038
1.0615		2.22956969437446
1.062		2.23528925658614
1.0625		2.2410182756121
1.063		2.24675676302575
1.0635		2.25250473040566
1.064		2.25826218933607
1.0645		2.26402915140733
1.065		2.26980562821527
1.0655		2.27559163136111
1.066		2.28138717245165
1.0665		2.28719226309934
1.067		2.29300691492179
1.0675		2.29883113954174
1.068		2.30466494858709
1.0685		2.31050835369148
1.069		2.31636136649321
1.0695		2.32222399863586
1.07		2.32809626176747
1.0705		2.33397816754121
1.071		2.33986972761585
1.0715		2.34577095365381
1.072		2.35168185732312
1.0725		2.35760245029588
1.073		2.36353274424929
1.0735		2.36947275086464
1.074		2.37542248182869
1.0745		2.38138194883103
1.075		2.38735116356724
1.0755		2.39333013773669
1.076		2.39931888304272
1.0765		2.40531741119326
1.077		2.41132573390054
1.0775		2.4173438628804
1.078		2.4233718098536
1.0785		2.42940958654438
1.079		2.43545720468108
1.0795		2.44151467599612
1.08		2.44758201222559
1.0805		2.45365922510984
1.081		2.45974632639252
1.0815		2.46584332782161
1.082		2.4719502411486
1.0825		2.47806707812834
1.083		2.48419385052028
1.0835		2.49033057008587
1.084		2.49647724859175
1.0845		2.50263389780727
1.085		2.50880052950516
1.0855		2.51497715546229
1.086		2.52116378745819
1.0865		2.52736043727597
1.087		2.53356711670244
1.0875		2.53978383752685
1.088		2.54601061154293
1.0885		2.55224745054683
1.089		2.55849436633756
1.0895		2.56475137071812
1.09		2.57101847549409
1.0905		2.57729569247433
1.091		2.58358303347071
1.0915		2.5898805102979
1.092		2.59618813477396
1.0925		2.60250591871968
1.093		2.60883387395861
1.0935		2.61517201231751
1.094		2.6215203456256
1.0945		2.62787888571534
1.095		2.63424764442177
1.0955		2.64062663358263
1.096		2.6470158650388
1.0965		2.65341535063349
1.097		2.65982510221222
1.0975		2.66624513162432
1.098		2.67267545072059
1.0985		2.679116071355
1.099		2.68556700538427
1.0995		2.69202826466705
1.1		2.69849986106511
1.1005		2.70498180644263
1.101		2.7114741126657
1.1015		2.71797679160376
1.102		2.72448985512808
1.1025		2.7310133151127
1.103		2.73754718343355
1.1035		2.74409147196944
1.104		2.75064619260115
1.1045		2.75721135721244
1.105		2.76378697768855
1.1055		2.77037306591745
1.106		2.77696963378926
1.1065		2.7835766931966
1.107		2.79019425603409
1.1075		2.79682233419843
1.108		2.8034609395887
1.1085		2.81011008410642
1.109		2.81676977965477
1.1095		2.82344003813923
1.11		2.83012087146774
1.1105		2.83681229155009
1.111		2.84351431029787
1.1115		2.85022693962514
1.112		2.8569501914481
1.1125		2.8636840776849
1.113		2.87042861025565
1.1135		2.87718380108226
1.114		2.88394966208889
1.1145		2.89072620520194
1.115		2.89751344234956
1.1155		2.90431138546168
1.116		2.91112004647046
1.1165		2.91793943730971
1.117		2.9247695699158
1.1175		2.93161045622617
1.118		2.93846210818085
1.1185		2.94532453772136
1.119		2.95219775679153
1.1195		2.95908177733636
1.12		2.96597661130364
1.1205		2.97288227064224
1.121		2.97979876730316
1.1215		2.9867261132396
1.122		2.99366432040581
1.1225		3.00061340075872
1.123		3.00757336625634
1.1235		3.01454422885908
1.124		3.02152600052845
1.1245		3.02851869322872
1.125		3.03552231892503
1.1255		3.04253688958479
1.126		3.04956241717701
1.1265		3.0565989136726
1.127		3.06364639104416
1.1275		3.07070486126579
1.128		3.07777433631362
1.1285		3.08485482816582
1.129		3.09194634880148
1.1295		3.09904891020197
1.13		3.10616252435055
1.1305		3.11328720323153
1.131		3.12042295883183
1.1315		3.12756980313906
1.132		3.13472774814356
1.1325		3.1418968058364
1.133		3.14907698821119
1.1335		3.15626830726258
1.134		3.16347077498758
1.1345		3.1706844033841
1.135		3.17790920445239
1.1355		3.18514519019397
1.136		3.19239237261235
1.1365		3.19965076371244
1.137		3.20692037550113
1.1375		3.21420121998677
1.138		3.22149330917914
1.1385		3.22879665509041
1.139		3.23611126973378
1.1395		3.24343716512412
1.14		3.25077435327854
1.1405		3.25812284621519
1.141		3.26548265595436
1.1415		3.27285379451762
1.142		3.28023627392842
1.1425		3.28763010621182
1.143		3.29503530339446
1.1435		3.30245187750477
1.144		3.30987984057282
1.1445		3.31731920463054
1.145		3.32476998171102
1.1455		3.33223218384961
1.146		3.33970582308263
1.1465		3.34719091144905
1.147		3.35468746098828
1.1475		3.36219548374241
1.148		3.36971499175496
1.1485		3.37724599707051
1.149		3.38478851173644
1.1495		3.39234254780078
1.15		3.39990811731371
1.1505		3.40748523232701
1.151		3.4150739048943
1.1515		3.42267414707048
1.152		3.43028597091273
1.1525		3.4379093884794
1.153		3.44554441183073
1.1535		3.45319105302856
1.154		3.46084932413655
1.1545		3.46851923722027
1.155		3.47620080434644
1.1555		3.48389403758407
1.156		3.49159894900334
1.1565		3.49931555067675
1.157		3.50704385467792
1.1575		3.51478387308229
1.158		3.52253561796791
1.1585		3.53029910141316
1.159		3.53807433549928
1.1595		3.54586133230852
1.16		3.55366010392532
1.1605		3.56147066243564
1.161		3.56929301992737
1.1615		3.57712718848999
1.162		3.5849731802148
1.1625		3.59283100719474
1.163		3.60070068152503
1.1635		3.60858221530183
1.164		3.61647562062384
1.1645		3.6243809095912
1.165		3.63229809430577
1.1655		3.64022718687136
1.166		3.64816819939347
1.1665		3.65612114397966
1.167		3.66408603273887
1.1675		3.67206287778222
1.168		3.68005169122257
1.1685		3.68805248517455
1.169		3.69606527175447
1.1695		3.70409006308083
1.17		3.71212687127368
1.1705		3.72017570845528
1.171		3.7282365867491
1.1715		3.73630951828102
1.172		3.74439451517887
1.1725		3.75249158957169
1.173		3.76060075359135
1.1735		3.76872201937048
1.174		3.77685539904465
1.1745		3.78500090475077
1.175		3.79315854862796
1.1755		3.8013283428167
1.176		3.80951029945984
1.1765		3.81770443070229
1.177		3.82591074869049
1.1775		3.83412926557317
1.178		3.84235999350051
1.1785		3.85060294462535
1.179		3.85885813110181
1.1795		3.86712556508635
1.18		3.87540525873755
1.1805		3.88369722421536
1.181		3.89200147368239
1.1815		3.90031801930273
1.182		3.90864687324287
1.1825		3.91698804767117
1.183		3.92534155475761
1.1835		3.9337074066752
1.184		3.94208561559752
1.1845		3.95047619370146
1.185		3.95887915316543
1.1855		3.96729450616995
1.186		3.97572226489766
1.1865		3.98416244153284
1.187		3.99261504826258
1.1875		4.0010800972755
1.188		4.00955760076247
1.1885		4.01804757091641
1.189		4.02655001993291
1.1895		4.03506496000827
1.19		4.04359240334256
1.1905		4.05213236213674
1.191		4.06068484859446
1.1915		4.06924987492168
1.192		4.07782745332596
1.1925		4.08641759601747
1.193		4.0950203152082
1.1935		4.10363562311264
1.194		4.11226353194726
1.1945		4.12090405393102
1.195		4.12955720128434
1.1955		4.1382229862307
1.196		4.14690142099515
1.1965		4.15559251780556
1.197		4.16429628889143
1.1975		4.17301274648484
1.198		4.1817419028201
1.1985		4.19048377013348
1.199		4.19923836066404
1.1995		4.20800568665249
1.2		4.21678576034218
1.2005		4.22557859397896
1.201		4.23438419981043
1.2015		4.24320259008677
1.202		4.25203377706052
1.2025		4.26087777298636
1.203		4.26973459012149
1.2035		4.27860424072531
1.204		4.28748673705966
1.2045		4.29638209138849
1.205		4.30529031597857
1.2055		4.31421142309831
1.206		4.32314542501925
1.2065		4.332092334015
1.207		4.34105216236125
1.2075		4.35002492233656
1.208		4.35901062622158
1.2085		4.36800928629986
1.209		4.37702091485661
1.2095		4.38604552417989
1.21		4.39508312656046
1.2105		4.40413373429086
1.211		4.41319735966681
1.2115		4.42227401498569
1.212		4.43136371254831
1.2125		4.44046646465708
1.213		4.4495822836176
1.2135		4.45871118173703
1.214		4.46785317132637
1.2145		4.47700826469774
1.215		4.48617647416685
1.2155		4.49535781205117
1.216		4.50455229067123
1.2165		4.51375992235002
1.217		4.5229807194129
1.2175		4.53221469418757
1.218		4.54146185900482
1.2185		4.55072222619793
1.219		4.55999580810233
1.2195		4.56928261705637
1.22		4.57858266540131
1.2205		4.58789596548017
1.221		4.59722252963933
1.2215		4.60656237022759
1.222		4.61591549959647
1.2225		4.62528193009945
1.223		4.63466167409362
1.2235		4.64405474393835
1.224		4.65346115199541
1.2245		4.66288091062934
1.225		4.67231403220796
1.2255		4.68176052910101
1.226		4.69122041368115
1.2265		4.70069369832405
1.227		4.71018039540752
1.2275		4.7196805173128
1.228		4.72919407642337
1.2285		4.73872108512521
1.229		4.74826155580789
1.2295		4.75781550086303
1.23		4.76738293268513
1.2305		4.77696386367167
1.231		4.78655830622292
1.2315		4.79616627274142
1.232		4.8057877756332
1.2325		4.81542282730676
1.233		4.82507144017324
1.2335		4.83473362664686
1.234		4.84440939914449
1.2345		4.85409877008617
1.235		4.86380175189439
1.2355		4.87351835699443
1.236		4.88324859781504
1.2365		4.89299248678711
1.237		4.90275003634481
1.2375		4.912521258925
1.238		4.92230616696769
1.2385		4.93210477291554
1.239		4.94191708921419
1.2395		4.95174312831207
1.24		4.96158290266071
1.2405		4.97143642471456
1.241		4.98130370693078
1.2415		4.99118476176988
1.242		5.00107960169486
1.2425		5.01098823917217
1.243		5.02091068667051
1.2435		5.03084695666225
1.244		5.04079706162257
1.2445		5.05076101402929
1.245		5.06073882636348
1.2455		5.07073051110944
1.246		5.08073608075404
1.2465		5.09075554778754
1.247		5.10078892470294
1.2475		5.11083622399625
1.248		5.12089745816699
1.2485		5.13097263971724
1.249		5.14106178115217
1.2495		5.15116489498036
1.25		5.16128199371309
1.2505		5.17141308986481
1.251		5.18155819595335
1.2515		5.19171732449902
1.252		5.20189048802593
1.2525		5.21207769906092
1.253		5.22227897013373
1.2535		5.23249431377761
1.254		5.24272374252894
1.2545		5.25296726892704
1.255		5.26322490551427
1.2555		5.27349666483647
1.256		5.28378255944252
1.2565		5.2940826018843
1.257		5.30439680471692
1.2575		5.31472518049893
1.258		5.32506774179169
1.2585		5.33542450115995
1.259		5.34579547117172
1.2595		5.35618066439809
1.26		5.36658009341342
1.2605		5.37699377079522
1.261		5.38742170912427
1.2615		5.39786392098478
1.262		5.40832041896391
1.2625		5.41879121565207
1.263		5.42927632364347
1.2635		5.43977575553463
1.264		5.45028952392621
1.2645		5.46081764142161
1.265		5.47136012062796
1.2655		5.48191697415516
1.266		5.49248821461672
1.2665		5.50307385462949
1.267		5.51367390681356
1.2675		5.52428838379252
1.268		5.53491729819264
1.2685		5.54556066264451
1.269		5.55621848978099
1.2695		5.56689079223919
1.27		5.57757758265915
1.2705		5.58827887368428
1.271		5.59899467796156
1.2715		5.6097250081409
1.272		5.62046987687614
1.2725		5.631229296824
1.273		5.64200328064498
1.2735		5.65279184100284
1.274		5.66359499056453
1.2745		5.674412742001
1.275		5.68524510798587
1.2755		5.69609210119682
1.276		5.70695373431441
1.2765		5.71783002002326
1.277		5.72872097101072
1.2775		5.73962659996814
1.278		5.75054691959016
1.2785		5.76148194257487
1.279		5.77243168162394
1.2795		5.7833961494421
1.28		5.79437535873824
1.2805		5.80536932222406
1.281		5.81637805261514
1.2815		5.8274015626305
1.282		5.83843986499268
1.2825		5.84949297242771
1.283		5.86056089766505
1.2835		5.87164365343789
1.284		5.88274125248282
1.2845		5.89385370753983
1.285		5.90498103135252
1.2855		5.91612323666852
1.286		5.92728033623815
1.2865		5.93845234281607
1.287		5.94963926916028
1.2875		5.96084112803199
1.288		5.97205793219618
1.2885		5.98328969442196
1.289		5.99453642748116
1.2895		6.0057981441499
1.29		6.01707485720734
1.2905		6.02836657943693
1.291		6.03967332362492
1.2915		6.05099510256194
1.292		6.06233192904163
1.2925		6.07368381586192
1.293		6.08505077582369
1.2935		6.09643282173186
1.294		6.10782996639494
1.2945		6.11924222262495
1.295		6.13066960323794
1.2955		6.14211212105336
1.296		6.1535697888942
1.2965		6.16504261958728
1.297		6.1765306259632
1.2975		6.18803382085628
1.298		6.19955221710412
1.2985		6.21108582754854
1.299		6.22263466503476
1.2995		6.234198742412
1.3		6.24577807253259
1.3005		6.25737266825334
1.301		6.26898254243419
1.3015		6.28060770793941
1.302		6.29224817763642
1.3025		6.30390396439668
1.303		6.31557508109521
1.3035		6.32726154061099
1.304		6.33896335582685
1.3045		6.35068053962919
1.305		6.36241310490811
1.3055		6.37416106455756
1.306		6.38592443147547
1.3065		6.39770321856346
1.307		6.40949743872663
1.3075		6.4213071048743
1.308		6.43313222991946
1.3085		6.44497282677866
1.309		6.45682890837279
1.3095		6.46870048762599
1.31		6.48058757746675
1.3105		6.49249019082682
1.311		6.50440834064227
1.3115		6.51634203985271
1.312		6.52829130140181
1.3125		6.54025613823691
1.313		6.55223656330939
1.3135		6.56423258957434
1.314		6.57624422999089
1.3145		6.58827149752157
1.315		6.60031440513352
1.3155		6.6123729657969
1.316		6.62444719248666
1.3165		6.636537098181
1.317		6.64864269586216
1.3175		6.66076399851664
1.318		6.67290101913408
1.3185		6.6850537707087
1.319		6.69722226623854
1.3195		6.70940651872507
1.32		6.72160654117453
1.3205		6.7338223465964
1.321		6.7460539480041
1.3215		6.75830135841538
1.322		6.77056459085174
1.3225		6.78284365833855
1.323		6.79513857390525
1.3235		6.8074493505853
1.324		6.81977600141571
1.3245		6.83211853943796
1.325		6.84447697769753
1.3255		6.85685132924315
1.326		6.86924160712831
1.3265		6.88164782441015
1.327		6.89406999414996
1.3275		6.90650812941264
1.328		6.91896224326756
1.3285		6.93143234878788
1.329		6.94391845905061
1.3295		6.95642058713728
1.33		6.96893874613249
1.3305		6.98147294912598
1.331		6.99402320921071
1.3315		7.00658953948408
1.332		7.01917195304747
1.3325		7.03177046300602
1.333		7.0443850824691
1.3335		7.05701582455038
1.334		7.0696627023671
1.3345		7.0823257290408
1.335		7.09500491769715
1.3355		7.10770028146577
1.336		7.12041183348032
1.3365		7.13313958687863
1.337		7.14588355480262
1.3375		7.15864375039803
1.338		7.17142018681522
1.3385		7.18421287720788
1.339		7.19702183473462
1.3395		7.20984707255755
1.34		7.22268860384286
1.3405		7.2355464417614
1.341		7.24842059948763
1.3415		7.26131109020022
1.342		7.27421792708201
1.3425		7.28714112332
1.343		7.3000806921053
1.3435		7.31303664663314
1.344		7.3260090001026
1.3445		7.33899776571767
1.345		7.35200295668525
1.3455		7.3650245862178
1.346		7.37806266753095
1.3465		7.39111721384464
1.347		7.40418823838323
1.3475		7.41727575437502
1.348		7.43037977505275
1.3485		7.44350031365285
1.349		7.45663738341626
1.3495		7.46979099758816
1.35		7.48296116941763
1.3505		7.49614791215819
1.351		7.50935123906736
1.3515		7.52257116340707
1.352		7.53580769844317
1.3525		7.54906085744589
1.353		7.56233065368952
1.3535		7.57561710045268
1.354		7.58892021101829
1.3545		7.60223999867313
1.355		7.61557647670874
1.3555		7.62892965842028
1.356		7.64229955710745
1.3565		7.65568618607423
1.357		7.66908955862868
1.3575		7.68250968808329
1.358		7.69594658775442
1.3585		7.70940027096296
1.359		7.72287075103415
1.3595		7.73635804129713
1.36		7.74986215508555
1.3605		7.76338310573719
1.361		7.77692090659421
1.3615		7.79047557100297
1.362		7.80404711231391
1.3625		7.81763554388207
1.363		7.83124087906664
1.3635		7.84486313123089
1.364		7.85850231374273
1.3645		7.87215843997399
1.365		7.88583152330086
1.3655		7.89952157710408
1.366		7.91322861476852
1.3665		7.92695264968331
1.367		7.94069369524175
1.3675		7.95445176484169
1.368		7.96822687188515
1.3685		7.98201902977854
1.369		7.99582825193258
1.3695		8.00965455176223
1.37		8.02349794268682
1.3705		8.03735843812976
1.371		8.05123605151937
1.3715		8.06513079628771
1.372		8.07904268587141
1.3725		8.09297173371139
1.373		8.10691795325303
1.3735		8.120881357946
1.374		8.13486196124414
1.3745		8.14885977660581
1.375		8.16287481749349
1.3755		8.17690709737462
1.376		8.19095662972034
1.3765		8.20502342800636
1.377		8.21910750571286
1.3775		8.23320887632415
1.378		8.24732755332918
1.3785		8.26146355022122
1.379		8.27561688049774
1.3795		8.2897875576607
1.38		8.3039755952164
1.3805		8.31818100667557
1.381		8.33240380555348
1.3815		8.3466440053694
1.382		8.36090161964737
1.3825		8.37517666191545
1.383		8.38946914570654
1.3835		8.40377908455767
1.384		8.41810649201023
1.3845		8.4324513816102
1.385		8.44681376690793
1.3855		8.46119366145789
1.386		8.47559107881939
1.3865		8.49000603255589
1.387		8.50443853623543
1.3875		8.51888860343036
1.388		8.53335624771752
1.3885		8.54784148267793
1.389		8.56234432189765
1.3895		8.57686477896651
1.39		8.59140286747914
1.3905		8.60595860103432
1.391		8.62053199323591
1.3915		8.63512305769134
1.392		8.64973180801304
1.3925		8.66435825781798
1.393		8.67900242072728
1.3935		8.69366431036642
1.394		8.70834394036587
1.3945		8.72304132435998
1.395		8.73775647598785
1.3955		8.75248940889303
1.396		8.76724013672374
1.3965		8.78200867313209
1.397		8.79679503177519
1.3975		8.81159922631434
1.398		8.82642127041573
1.3985		8.84126117774938
1.399		8.8561189619904
1.3995		8.8709946368182
1.4		8.88588821591643
1.4005		8.90079971297333
1.401		8.91572914168214
1.4015		8.93067651573979
1.402		8.94564184884834
1.4025		8.96062515471401
1.403		8.97562644704759
1.4035		8.99064573956457
1.404		9.0056830459848
1.4045		9.02073838003243
1.405		9.03581175543657
1.4055		9.05090318593048
1.406		9.06601268525208
1.4065		9.08114026714384
1.407		9.09628594535277
1.4075		9.11144973363025
1.408		9.12663164573236
1.4085		9.14183169541966
1.409		9.15704989645722
1.4095		9.17228626261454
1.41		9.18754080766582
1.4105		9.20281354538998
1.411		9.21810448956984
1.4115		9.23341365399361
1.412		9.24874105245327
1.4125		9.26408669874597
1.413		9.27945060667283
1.4135		9.29483279004027
1.414		9.31023326265833
1.4145		9.32565203834252
1.415		9.34108913091226
1.4155		9.35654455419177
1.416		9.37201832201001
1.4165		9.38751044820019
1.417		9.40302094660027
1.4175		9.41854983105274
1.418		9.43409711540481
1.4185		9.4496628135079
1.419		9.46524693921815
1.4195		9.48084950639685
1.42		9.49647052890896
1.4205		9.51211002062463
1.421		9.52776799541831
1.4215		9.54344446716912
1.422		9.559139449761
1.4225		9.57485295708217
1.423		9.5905850030256
1.4235		9.60633560148865
1.424		9.62210476637368
1.4245		9.6378925115872
1.425		9.65369885104071
1.4255		9.66952379865014
1.426		9.68536736833593
1.4265		9.70122957402318
1.427		9.71711042964195
1.4275		9.73300994912635
1.428		9.74892814641528
1.4285		9.76486503545267
1.429		9.78082063018661
1.4295		9.79679494456993
1.43		9.81278799256006
1.4305		9.82879978811926
1.431		9.84483034521419
1.4315		9.86087967781611
1.432		9.87694779990105
1.4325		9.8930347254499
1.433		9.90914046844754
1.4335		9.92526504288399
1.434		9.94140846275397
1.4345		9.95757074205639
1.435		9.97375189479522
1.4355		9.98995193497889
1.436		10.0061708766207
1.4365		10.0224087337381
1.437		10.0386655203536
1.4375		10.0549412504945
1.438		10.0712359381921
1.4385		10.0875495974831
1.439		10.1038822424085
1.4395		10.1202338870138
1.44		10.1366045453496
1.4405		10.1529942314707
1.441		10.169402959437
1.4415		10.1858307433126
1.442		10.2022775971667
1.4425		10.218743535073
1.443		10.2352285711098
1.4435		10.2517327193602
1.444		10.2682559939118
1.4445		10.284798408857
1.445		10.3013599782929
1.4455		10.3179407163213
1.446		10.3345406370486
1.4465		10.351159754586
1.447		10.367798083049
1.4475		10.3844556365584
1.448		10.4011324292393
1.4485		10.4178284752215
1.449		10.4345437886398
1.4495		10.4512783836331
1.45		10.4680322743456
1.4505		10.4848054749258
1.451		10.5015979995273
1.4515		10.5184098623079
1.452		10.5352410774305
1.4525		10.5520916590625
1.453		10.568961621376
1.4535		10.585850978548
1.454		10.6027597447601
1.4545		10.6196879341985
1.455		10.6366355610542
1.4555		10.6536026395232
1.456		10.6705891838056
1.4565		10.6875952081065
1.457		10.7046207266361
1.4575		10.7216657536089
1.458		10.7387303032442
1.4585		10.7558143897658
1.459		10.772918027403
1.4595		10.7900412303887
1.46		10.8071840129616
1.4605		10.8243463893643
1.461		10.8415283738448
1.4615		10.8587299806552
1.462		10.8759512240528
1.4625		10.8931921182996
1.463		10.9104526776621
1.4635		10.9277329164118
1.464		10.9450328488246
1.4645		10.9623524891815
1.465		10.9796918517679
1.4655		10.9970509508744
1.466		11.014429800796
1.4665		11.0318284158323
1.467		11.0492468102882
1.4675		11.0666849984729
1.468		11.0841429947006
1.4685		11.1016208132899
1.469		11.1191184685644
1.4695		11.1366359748528
1.47		11.1541733464879
1.4705		11.1717305978077
1.471		11.1893077431547
1.4715		11.2069047968763
1.472		11.2245217733247
1.4725		11.242158686857
1.473		11.2598155518346
1.4735		11.2774923826241
1.474		11.2951891935967
1.4745		11.3129059991284
1.475		11.3306428135999
1.4755		11.3483996513966
1.476		11.3661765269093
1.4765		11.3839734545325
1.477		11.4017904486666
1.4775		11.4196275237158
1.478		11.4374846940898
1.4785		11.4553619742027
1.479		11.4732593784734
1.4795		11.491176921326
1.48		11.5091146171887
1.4805		11.5270724804949
1.481		11.5450505256829
1.4815		11.5630487671955
1.482		11.5810672194804
1.4825		11.5991058969903
1.483		11.6171648141821
1.4835		11.6352439855183
1.484		11.6533434254655
1.4845		11.6714631484955
1.485		11.6896031690847
1.4855		11.7077635017146
1.486		11.725944160871
1.4865		11.744145161045
1.487		11.7623665167322
1.4875		11.780608242433
1.488		11.7988703526527
1.4885		11.8171528619016
1.489		11.8354557846944
1.4895		11.8537791355509
1.49		11.8721229289957
1.4905		11.890487179558
1.491		11.9088719017721
1.4915		11.9272771101767
1.492		11.9457028193159
1.4925		11.9641490437381
1.493		11.9826157979967
1.4935		12.0011030966501
1.494		12.0196109542612
1.4945		12.0381393853979
1.495		12.056688404633
1.4955		12.075258026544
1.496		12.0938482657131
1.4965		12.1124591367276
1.497		12.1310906541794
1.4975		12.1497428326654
1.498		12.1684156867873
1.4985		12.1871092311512
1.499		12.2058234803692
1.4995		12.2245584490566
1.5		12.2433141518349
1.5005		12.2620906033298
1.501		12.280887818172
1.5015		12.2997058109967
1.502		12.3185445964445
1.5025		12.3374041891605
1.503		12.3562846037947
1.5035		12.375185855002
1.504		12.3941079574419
1.5045		12.4130509257791
1.505		12.4320147746829
1.5055		12.4509995188276
1.506		12.4700051728923
1.5065		12.4890317515606
1.507		12.5080792695218
1.5075		12.527147741469
1.508		12.5462371821008
1.5085		12.5653476061208
1.509		12.5844790282368
1.5095		12.603631463162
1.51		12.6228049256142
1.5105		12.6419994303162
1.511		12.6612149919956
1.5115		12.6804516253848
1.512		12.6997093452212
1.5125		12.7189881662468
1.513		12.7382881032087
1.5135		12.7576091708588
1.514		12.7769513839537
1.5145		12.7963147572553
1.515		12.8156993055299
1.5155		12.8351050435489
1.516		12.8545319860885
1.5165		12.8739801479297
1.517		12.8934495438587
1.5175		12.9129401886659
1.518		12.9324520971474
1.5185		12.9519852841035
1.519		12.9715397643397
1.5195		12.9911155526663
1.52		13.0107126638987
1.5205		13.0303311128565
1.521		13.0499709143651
1.5215		13.069632083254
1.522		13.089314634358
1.5225		13.1090185825167
1.523		13.1287439425744
1.5235		13.1484907293806
1.524		13.1682589577894
1.5245		13.18804864266
1.525		13.2078597988563
1.5255		13.2276924412471
1.526		13.2475465847063
1.5265		13.2674222441123
1.527		13.287319434349
1.5275		13.3072381703043
1.528		13.3271784668719
1.5285		13.34714033895
1.529		13.3671238014413
1.5295		13.3871288692542
1.53		13.4071555573013
1.5305		13.4272038805005
1.531		13.4472738537744
1.5315		13.4673654920502
1.532		13.487478810261
1.5325		13.5076138233437
1.533		13.5277705462407
1.5335		13.5479489938991
1.534		13.5681491812709
1.5345		13.5883711233129
1.535		13.6086148349873
1.5355		13.6288803312604
1.536		13.6491676271042
1.5365		13.6694767374951
1.537		13.6898076774146
1.5375		13.7101604618489
1.538		13.7305351057895
1.5385		13.7509316242323
1.539		13.7713500321787
1.5395		13.7917903446344
1.54		13.8122525766104
1.5405		13.8327367431225
1.541		13.8532428591914
1.5415		13.8737709398427
1.542		13.8943210001071
1.5425		13.9148930550199
1.543		13.9354871196215
1.5435		13.956103208957
1.544		13.976741338077
1.5445		13.9974015220363
1.545		14.0180837758951
1.5455		14.0387881147181
1.546		14.0595145535756
1.5465		14.0802631075419
1.547		14.101033791697
1.5475		14.1218266211256
1.548		14.142641610917
1.5485		14.1634787761657
1.549		14.1843381319713
1.5495		14.2052196934379
1.55		14.2261234756751
1.5505		14.2470494937966
1.551		14.2679977629218
1.5515		14.2889682981746
1.552		14.3099611146841
1.5525		14.330976227584
1.553		14.3520136520131
1.5535		14.3730734031153
1.554		14.3941554960394
1.5545		14.4152599459386
1.555		14.4363867679716
1.5555		14.457535977302
1.556		14.4787075890983
1.5565		14.4999016185334
