T [fm^-1]		beta_pi
0.9056		0.853945614554604
0.9064		0.85914780785579
0.9072		0.86436773271054
0.908		0.8696053947092
0.9088		0.874860799829487
0.9096		0.880133954439062
0.9104		0.885424865294855
0.9112		0.890733539545965
0.912		0.896059984733188
0.9128		0.901404208791031
0.9136		0.906766220047773
0.9144		0.912146027225075
0.9152		0.917543639440716
0.916		0.922959066207294
0.9168		0.928392317432743
0.9176		0.933843403420529
0.9184		0.939312334869894
0.9192		0.944799122874972
0.92		0.95030377892604
0.9208		0.955826314907359
0.9216		0.961366743098627
0.9224		0.966925076173153
0.9232		0.972501327197151
0.924		0.978095509630532
0.9248		0.983707637324097
0.9256		0.989337724520878
0.9264		0.994985785852663
0.9272		1.00065183634111
0.928		1.00633589139564
0.9288		1.01203796681193
0.9296		1.01775807877112
0.9304		1.02349624383857
0.9312		1.02925247896225
0.932		1.03502680147002
0.9328		1.04081922907105
0.9336		1.04662977985024
0.9344		1.05245847226937
0.9352		1.05830532516485
0.936		1.06417035774498
0.9368		1.07005358958788
0.9376		1.07595504064113
0.9384		1.08187473121835
0.9392		1.08781268199698
0.94		1.09376891401767
0.9408		1.09974344868034
0.9416		1.10573630774257
0.9424		1.11174751331786
0.9432		1.11777708787266
0.944		1.12382505422456
0.9448		1.12989143553878
0.9456		1.1359762553272
0.9464		1.1420795374446
0.9472		1.14820130608721
0.948		1.15434158578928
0.9488		1.16050040142053
0.9496		1.16667777818468
0.9504		1.17287374161537
0.9512		1.17908831757379
0.952		1.18532153224727
0.9528		1.19157341214444
0.9536		1.19784398409393
0.9544		1.20413327524206
0.9552		1.21044131304761
0.956		1.21676812528239
0.9568		1.22311374002529
0.9576		1.22947818566168
0.9584		1.23586149087932
0.9592		1.24226368466588
0.96		1.24868479630579
0.9608		1.25512485537809
0.9616		1.26158389175302
0.9624		1.26806193558864
0.9632		1.27455901732863
0.964		1.28107516769939
0.9648		1.28761041770647
0.9656		1.29416479863229
0.9664		1.30073834203246
0.9672		1.3073310797342
0.968		1.31394304383209
0.9688		1.32057426668514
0.9696		1.32722478091503
0.9704		1.33389461940198
0.9712		1.34058381528239
0.972		1.34729240194612
0.9728		1.35402041303283
0.9736		1.36076788242978
0.9744		1.36753484426871
0.9752		1.37432133292276
0.976		1.38112738300336
0.9768		1.38795302935869
0.9776		1.39479830706887
0.9784		1.40166325144434
0.9792		1.4085478980229
0.98		1.41545228256683
0.9808		1.42237644105961
0.9816		1.4293204097031
0.9824		1.43628422491595
0.9832		1.44326792332958
0.984		1.4502715417852
0.9848		1.45729511733277
0.9856		1.46433868722622
0.9864		1.4714022889218
0.9872		1.47848596007547
0.988		1.48558973853996
0.9888		1.49271366236166
0.9896		1.49985776977871
0.9904		1.50702209921821
0.9912		1.51420668929309
0.992		1.52141157880016
0.9928		1.5286368067173
0.9936		1.53588241220032
0.9944		1.54314843458173
0.9952		1.55043491336682
0.996		1.55774188823196
0.9968		1.56506939902221
0.9976		1.57241748574836
0.9984		1.57978618858464
0.9992		1.58717554786673
1		1.5945856040889
1.0008		1.60201639790174
1.0016		1.60946797010993
1.0024		1.61694036166985
1.0032		1.62443361368735
1.004		1.63194776741542
1.0048		1.6394828642516
1.0056		1.6470389457364
1.0064		1.65461605355064
1.0072		1.66221422951357
1.008		1.66983351558009
1.0088		1.67747395383944
1.0096		1.68513558651284
1.0104		1.69281845595033
1.0112		1.70052260463027
1.012		1.70824807515637
1.0128		1.71599491025668
1.0136		1.7237631527795
1.0144		1.73155284569348
1.0152		1.73936403208518
1.016		1.74719675515593
1.0168		1.75505105822165
1.0176		1.76292698470987
1.0184		1.77082457815796
1.0192		1.77874388221179
1.02		1.78668494062366
1.0208		1.7946477972501
1.0216		1.80263249605028
1.0224		1.81063908108549
1.0232		1.81866759651497
1.024		1.82671808659643
1.0248		1.83479059568337
1.0256		1.84288516822336
1.0264		1.85100184875695
1.0272		1.8591406819156
1.028		1.86730171242007
1.0288		1.87548498507858
1.0296		1.88369054478686
1.0304		1.89191843652458
1.0312		1.90016870535463
1.032		1.90844139642207
1.0328		1.91673655495203
1.0336		1.92505422624869
1.0344		1.93339445569394
1.0352		1.94175728874511
1.036		1.9501427709349
1.0368		1.95855094786931
1.0376		1.96698186522575
1.0384		1.97543556875272
1.0392		1.98391210426833
1.04		1.99241151765836
1.0408		2.00093385487602
1.0416		2.00947916193954
1.0424		2.01804748493194
1.0432		2.02663886999918
1.044		2.03525336334974
1.0448		2.04389101125269
1.0456		2.05255186003662
1.0464		2.06123595608909
1.0472		2.069943345855
1.048		2.0786740758355
1.0488		2.08742819258762
1.0496		2.09620574272227
1.0504		2.10500677290345
1.0512		2.1138313298484
1.052		2.12267946032464
1.0528		2.13155121115008
1.0536		2.14044662919273
1.0544		2.14936576136809
1.0552		2.15830865463936
1.056		2.16727535601701
1.0568		2.17626591255613
1.0576		2.18528037135695
1.0584		2.19431877956404
1.0592		2.20338118436457
1.06		2.2124676329878
1.0608		2.22157817270496
1.0616		2.23071285082772
1.0624		2.23987171470724
1.0632		2.24905481173397
1.064		2.25826218933694
1.0648		2.26749389498204
1.0656		2.27674997617284
1.0664		2.28603048044867
1.0672		2.29533545538391
1.068		2.30466494858799
1.0688		2.31401900770464
1.0696		2.32339768041121
1.0704		2.33280101441653
1.0712		2.34222905746305
1.072		2.35168185732394
1.0728		2.36115946180367
1.0736		2.37066191873655
1.0744		2.38018927598715
1.0752		2.38974158144861
1.076		2.39931888304365
1.0768		2.40892122872197
1.0776		2.41854866646141
1.0784		2.42820124426704
1.0792		2.43787901016938
1.08		2.44758201222639
1.0808		2.45731029852068
1.0816		2.46706391716012
1.0824		2.47684291627675
1.0832		2.48664734402751
1.084		2.49647724859252
1.0848		2.50633267817552
1.0856		2.51621368100212
1.0864		2.52612030532198
1.0872		2.53605259940502
1.088		2.54601061154412
1.0888		2.55599439005234
1.0896		2.56600398326473
1.0904		2.57603943953596
1.0912		2.58610080724097
1.092		2.59618813477485
1.0928		2.60630147055199
1.0936		2.61644086300531
1.0944		2.62660636058782
1.0952		2.6367980117698
1.096		2.64701586503971
1.0968		2.65725996890542
1.0976		2.66753037189059
1.0984		2.67782712253699
1.0992		2.68815026940366
1.1		2.69849986106605
1.1008		2.70887594611639
1.1016		2.71927857316265
1.1024		2.72970779082978
1.1032		2.7401636477576
1.104		2.75064619260221
1.1048		2.76115547403462
1.1056		2.77169154074085
1.1064		2.78225444142244
1.1072		2.79284422479532
1.108		2.80346093958972
1.1088		2.81410463455077
1.1096		2.82477535843739
1.1104		2.83547316002258
1.1112		2.84619808809296
1.112		2.85695019144914
1.1128		2.86772951890542
1.1136		2.87853611928856
1.1144		2.88937004143933
1.1152		2.90023133421161
1.116		2.91112004647143
1.1168		2.92203622709856
1.1176		2.93297992498447
1.1184		2.94395118903417
1.1192		2.95495006816436
1.12		2.96597661130466
1.1208		2.97703086739602
1.1216		2.9881128853929
1.1224		2.99922271426027
1.1232		3.01036040297603
1.124		3.02152600052961
1.1248		3.03271955592218
1.1256		3.04394111816657
1.1264		3.05519073628763
1.1272		3.06646845932123
1.128		3.07777433631473
1.1288		3.08910841632748
1.1296		3.10047074842953
1.1304		3.11186138170254
1.1312		3.12328036523945
1.132		3.13472774814449
1.1328		3.14620357953278
1.1336		3.15770790853084
1.1344		3.16924078427614
1.1352		3.18080225591695
1.136		3.19239237261333
1.1368		3.20401118353562
1.1376		3.21565873786531
1.1384		3.22733508479516
1.1392		3.23904027352846
1.14		3.25077435327971
1.1408		3.26253737327418
1.1416		3.27432938274832
1.1424		3.28615043094907
1.1432		3.29800056713467
1.144		3.30987984057405
1.1448		3.32178830054709
1.1456		3.33372599634458
1.1464		3.34569297726821
1.1472		3.35768929263094
1.148		3.36971499175604
1.1488		3.38177012397813
1.1496		3.39385473864302
1.1504		3.40596888510686
1.1512		3.41811261273781
1.152		3.43028597091392
1.1528		3.44248900902518
1.1536		3.45472177647245
1.1544		3.46698432266742
1.1552		3.47927669703332
1.156		3.49159894900451
1.1568		3.50395112802631
1.1576		3.51633328355571
1.1584		3.52874546506062
1.1592		3.54118772202075
1.16		3.55366010392649
1.1608		3.5661626602805
1.1616		3.57869544059619
1.1624		3.59125849439902
1.1632		3.60385187122585
1.164		3.61647562062508
1.1648		3.62912979215691
1.1656		3.64181443539297
1.1664		3.65452959991723
1.1672		3.66727533532495
1.168		3.68005169122391
1.1688		3.69285871723297
1.1696		3.70569646298343
1.1704		3.71856497811914
1.1712		3.73146431229547
1.172		3.74439451518011
1.1728		3.75735563645301
1.1736		3.7703477258067
1.1744		3.78337083294563
1.1752		3.79642500758733
1.176		3.80951029946119
1.1768		3.82262675830951
1.1776		3.83577443388751
1.1784		3.84895337596246
1.1792		3.86216363431522
1.18		3.87540525873875
1.1808		3.88867829903971
1.1816		3.90198280503707
1.1824		3.91531882656363
1.1832		3.92868641346457
1.184		3.94208561559877
1.1848		3.95551648283842
1.1856		3.96897906506897
1.1864		3.98247341218954
1.1872		3.99599957411242
1.188		4.00955760076373
1.1888		4.02314754208357
1.1896		4.03676944802527
1.1904		4.0504233685566
1.1912		4.06410935365878
1.192		4.0778274533271
1.1928		4.09157771757151
1.1936		4.10536019641544
1.1944		4.11917493989694
1.1952		4.1330219980684
1.196		4.14690142099657
1.1968		4.16081325876255
1.1976		4.17475756146237
1.1984		4.18873437920644
1.1992		4.20274376212023
1.2		4.21678576034368
1.2008		4.23086042403193
1.2016		4.24496780335484
1.2024		4.25910794849807
1.2032		4.2732809096615
1.204		4.28748673706104
1.2048		4.30172548092731
1.2056		4.31599719150708
1.2064		4.33030191906194
1.2072		4.3446397138695
1.208		4.35901062622305
1.2088		4.37341470643142
1.2096		4.38785200481948
1.2104		4.40232257172798
1.2112		4.41682645751375
1.212		4.4313637125497
1.2128		4.44593438722489
1.2136		4.46053853194494
1.2144		4.47517619713121
1.2152		4.48984743322212
1.216		4.50455229067264
1.2168		4.51929081995395
1.2176		4.53406307155425
1.2184		4.54886909597847
1.2192		4.56370894374834
1.22		4.57858266540262
1.2208		4.59349031149735
1.2216		4.60843193260517
1.2224		4.62340757931636
1.2232		4.63841730223855
1.224		4.65346115199671
1.2248		4.66853917923298
1.2256		4.68365143460742
1.2264		4.69879796879772
1.2272		4.71397883249917
1.228		4.72919407642469
1.2288		4.7444437513056
1.2296		4.75972790789067
1.2304		4.77504659694746
1.2312		4.79039986926109
1.232		4.80578777563467
1.2328		4.82121036689042
1.2336		4.83666769386841
1.2344		4.85215980742754
1.2352		4.86768675844488
1.236		4.88324859781661
1.2368		4.89884537645703
1.2376		4.91447714529999
1.2384		4.93014395529772
1.2392		4.94584585742162
1.24		4.96158290266223
1.2408		4.97735514202892
1.2416		4.99316262655065
1.2424		5.00900540727545
1.2432		5.02488353527095
1.244		5.04079706162405
1.2448		5.05674603744103
1.2456		5.07273051384838
1.2464		5.08875054199152
1.2472		5.10480617303646
1.248		5.12089745816848
1.2488		5.13702444859309
1.2496		5.15318719553575
1.2504		5.16938575024169
1.2512		5.18562016397692
1.252		5.2018904880274
1.2528		5.21819677369956
1.2536		5.23453907231968
1.2544		5.25091743523523
1.2552		5.26733191381391
1.256		5.28378255944412
1.2568		5.30026942353482
1.2576		5.31679255751607
1.2584		5.33335201283865
1.2592		5.34994784097403
1.26		5.36658009341493
1.2608		5.38324882167523
1.2616		5.39995407728982
1.2624		5.41669591181499
1.2632		5.43347437682794
1.264		5.45028952392776
1.2648		5.46714140473466
1.2656		5.48403007089053
1.2664		5.50095557405876
1.2672		5.51791796592432
1.268		5.53491729819428
1.2688		5.55195362259707
1.2696		5.5690269908833
1.2704		5.58613745482543
1.2712		5.60328506621818
1.272		5.62046987687775
1.2728		5.63769193864295
1.2736		5.654951303375
1.2744		5.67224802295708
1.2752		5.68958214929473
1.276		5.70695373431611
1.2768		5.72436282997178
1.2776		5.74180948823471
1.2784		5.75929376110101
1.2792		5.776815700589
1.28		5.79437535873984
1.2808		5.81197278761775
1.2816		5.82960803930961
1.2824		5.84728116592565
1.2832		5.86499221959841
1.284		5.88274125248443
1.2848		5.90052831676261
1.2856		5.91835346463569
1.2864		5.9362167483294
1.2872		5.95411822009252
1.288		5.97205793219783
1.2888		5.99003593694154
1.2896		6.00805228664309
1.2904		6.02610703364524
1.2912		6.04420023031509
1.292		6.06233192904336
1.2928		6.08050218224417
1.2936		6.09871104235591
1.2944		6.11695856184019
1.2952		6.13524479318356
1.296		6.15356978889583
1.2968		6.17193360151126
1.2976		6.19033628358824
1.2984		6.20877788770918
1.2992		6.22725846648083
1.3		6.24577807253438
1.3008		6.26433675852522
1.3016		6.28293457713346
1.3024		6.30157158106336
1.3032		6.32024782304391
1.304		6.33896335582864
1.3048		6.35771823219597
1.3056		6.37651250494868
1.3064		6.39534622691471
1.3072		6.41421945094621
1.308		6.43313222992119
1.3088		6.45208461674169
1.3096		6.47107666433522
1.3104		6.49010842565411
1.3112		6.50917995367604
1.312		6.52829130140358
1.3128		6.5474425218648
1.3136		6.56663366811282
1.3144		6.58586479322574
1.3152		6.60513595030792
1.316		6.6244471924886
1.3168		6.64379857292204
1.3176		6.66319014478919
1.3184		6.68262196129524
1.3192		6.70209407567193
1.32		6.72160654117643
1.3208		6.74115941109144
1.3216		6.76075273872577
1.3224		6.78038657741363
1.3232		6.80006098051555
1.324		6.81977600141764
1.3248		6.83953169353205
1.3256		6.85932811029707
1.3264		6.87916530517712
1.3272		6.8990433316624
1.328		6.91896224326951
1.3288		6.93892209354122
1.3296		6.95892293604656
1.3304		6.97896482438085
1.3312		6.99904781216569
1.332		7.01917195304941
1.3328		7.03933730070601
1.3336		7.05954390883692
1.3344		7.07979183116936
1.3352		7.10008112145771
1.336		7.12041183348222
1.3368		7.14078402105064
1.3376		7.16119773799692
1.3384		7.18165303818184
1.3392		7.20214997549289
1.34		7.22268860384484
1.3408		7.24326897717881
1.3416		7.26389114946297
1.3424		7.28455517469269
1.3432		7.30526110689012
1.344		7.3260090001045
1.3448		7.34679890841234
1.3456		7.36763088591698
1.3464		7.38850498674916
1.3472		7.40942126506659
1.348		7.43037977505468
1.3488		7.4513805709257
1.3496		7.4724237069193
1.3504		7.49350923730299
1.3512		7.51463721637072
1.352		7.53580769844507
1.3528		7.55702073787545
1.3536		7.57827638903853
1.3544		7.59957470633913
1.3552		7.62091574420953
1.356		7.64229955710949
1.3568		7.6637261995266
1.3576		7.68519572597591
1.3584		7.70670819100074
1.3592		7.72826364917176
1.36		7.74986215508753
1.3608		7.7715037633747
1.3616		7.79318852868768
1.3624		7.81491650570876
1.3632		7.83668774914842
1.364		7.85850231374471
1.3648		7.88036025426442
1.3656		7.90226162550182
1.3664		7.92420648227952
1.3672		7.94619487944828
1.368		7.96822687188716
1.3688		7.99030251450339
1.3696		8.01242186223218
1.3704		8.03458497003734
1.3712		8.05679189291087
1.372		8.07904268587352
1.3728		8.10133740397354
1.3736		8.1236761022886
1.3744		8.14605883592422
1.3752		8.1684856600146
1.376		8.19095662972241
1.3768		8.21347180023892
1.3776		8.23603122678401
1.3784		8.25863496460618
1.3792		8.28128306898242
1.38		8.30397559521847
1.3808		8.32671259864908
1.3816		8.34949413463737
1.3824		8.37232025857534
1.3832		8.39519102588377
1.384		8.41810649201241
1.3848		8.44106671243977
1.3856		8.46407174267353
1.3864		8.48712163824959
1.3872		8.51021645473359
1.388		8.53335624771961
1.3888		8.55654107283118
1.3896		8.57977098572061
1.3904		8.60304604206921
1.3912		8.62636629758758
1.392		8.64973180801528
1.3928		8.67314262912123
1.3936		8.69659881670352
1.3944		8.72010042658913
1.3952		8.74364751463476
1.396		8.76724013672584
1.3968		8.79087834877767
1.3976		8.81456220673449
1.3984		8.83829176656993
1.3992		8.86206708428717
1.4		8.88588821591856
1.4008		8.90975521752614
1.4016		8.93366814520123
1.4024		8.95762705506446
1.4032		8.98163200326646
1.404		9.00568304598708
1.4048		9.02978023943564
1.4056		9.05392363985115
1.4064		9.07811330350241
1.4072		9.10234928668762
1.408		9.12663164573472
1.4088		9.15096043700128
1.4096		9.17533571687482
1.4104		9.19975754177208
1.4112		9.22422596814008
1.412		9.24874105245558
1.4128		9.27330285122484
1.4136		9.29791142098405
1.4144		9.32256681829952
1.4152		9.34726909976686
1.416		9.37201832201242
1.4168		9.39681454169158
1.4176		9.42165781549046
1.4184		9.44654820012447
1.4192		9.47148575233949
1.42		9.49647052891134
1.4208		9.5215025866456
1.4216		9.54658198237833
1.4224		9.57170877297511
1.4232		9.59688301533234
1.424		9.62210476637601
1.4248		9.64737408306241
1.4256		9.67269102237793
1.4264		9.69805564133951
1.4272		9.7234679969937
1.428		9.74892814641771
1.4288		9.77443614671891
1.4296		9.799992055035
1.4304		9.82559592853391
1.4312		9.85124782441397
1.432		9.87694779990356
1.4328		9.9026959122617
1.4336		9.92849221877784
1.4344		9.95433677677164
1.4352		9.9802296435932
1.436		10.0061708766231
1.4368		10.0321605332725
1.4376		10.0581986709827
1.4384		10.084285347226
1.4392		10.1104206195046
1.44		10.1366045453521
1.4408		10.1628371823314
1.4416		10.1891185880374
1.4424		10.2154488200943
1.4432		10.241827936158
1.444		10.2682559939143
1.4448		10.2947330510798
1.4456		10.3212591654018
1.4464		10.3478343946587
1.4472		10.3744587966588
1.448		10.4011324292418
1.4488		10.4278553502779
1.4496		10.4546276176679
1.4504		10.4814492893437
1.4512		10.5083204232675
1.452		10.5352410774329
1.4528		10.5622113098642
1.4536		10.589231178616
1.4544		10.6163007417741
1.4552		10.6434200574557
1.456		10.6705891838081
1.4568		10.6978081790098
1.4576		10.7250771012705
1.4584		10.7523960088304
1.4592		10.7797649599608
1.46		10.8071840129641
1.4608		10.8346532261737
1.4616		10.862172657954
1.4624		10.8897423667001
1.4632		10.9173624108388
1.464		10.9450328488271
1.4648		10.9727537391538
1.4656		11.0005251403385
1.4664		11.0283471109319
1.4672		11.0562197095158
1.468		11.0841429947032
1.4688		11.1121170251381
1.4696		11.140141859496
1.4704		11.1682175564833
1.4712		11.1963441748374
1.472		11.2245217733274
1.4728		11.2527504107534
1.4736		11.2810301459467
1.4744		11.3093610377697
1.4752		11.3377431451164
1.476		11.3661765269119
1.4768		11.3946612421126
1.4776		11.4231973497061
1.4784		11.4517849087116
1.4792		11.4804239781795
1.48		11.5091146171914
1.4808		11.5378568848604
1.4816		11.5666508403311
1.4824		11.5954965427792
1.4832		11.624394051412
1.484		11.6533434254682
1.4848		11.682344724218
1.4856		11.7113980069628
1.4864		11.7405033330358
1.4872		11.7696607618014
1.488		11.7988703526556
1.4888		11.8281321650255
1.4896		11.8574462583708
1.4904		11.8868126921813
1.4912		11.9162315259794
1.492		11.9457028193186
1.4928		11.9752266317841
1.4936		12.0048030229923
1.4944		12.0344320525919
1.4952		12.0641137802626
1.496		12.0938482657159
1.4968		12.1236355686948
1.4976		12.1534757489743
1.4984		12.1833688663607
1.4992		12.213314980692
1.5		12.2433141518378
1.5008		12.2733664396997
1.5016		12.3034719042107
1.5024		12.3336306053355
1.5032		12.3638426030708
1.504		12.3941079574448
1.5048		12.4244267285172
1.5056		12.45479897638
1.5064		12.4852247611566
1.5072		12.5157041430022
1.508		12.5462371821038
1.5088		12.5768239386802
1.5096		12.6074644729821
1.5104		12.6381588452919
1.5112		12.6689071159239
1.512		12.699709345224
1.5128		12.7305655935704
1.5136		12.7614759213726
1.5144		12.7924403890726
1.5152		12.8234590571437
1.516		12.8545319860915
1.5168		12.885659236453
1.5176		12.9168408687976
1.5184		12.9480769437267
1.5192		12.9793675218729
1.52		13.0107126639017
1.5208		13.0421124305095
1.5216		13.0735668824257
1.5224		13.105076080411
1.5232		13.1366400852584
1.524		13.1682589577924
1.5248		13.1999327588701
1.5256		13.2316615493803
1.5264		13.263445390244
1.5272		13.2952843424139
1.528		13.327178466875
1.5288		13.3591278246442
1.5296		13.3911324767706
1.5304		13.4231924843353
1.5312		13.4553079084514
1.532		13.4874788102641
1.5328		13.5197052509507
1.5336		13.5519872917207
1.5344		13.5843249938158
1.5352		13.6167184185093
1.536		13.6491676271072
1.5368		13.6816726809474
1.5376		13.7142336413998
1.5384		13.7468505698667
1.5392		13.7795235277824
1.54		13.8122525766135
1.5408		13.8450377778585
1.5416		13.8778791930485
1.5424		13.9107768837466
1.5432		13.943730911548
1.544		13.9767413380801
1.5448		14.0098082250026
1.5456		14.0429316340078
1.5464		14.0761116268193
1.5472		14.109348265194
1.548		14.14264161092
1.5488		14.1759917258188
1.5496		14.2093986717433
1.5504		14.242862510579
1.5512		14.2763833042436
1.552		14.3099611146873
1.5528		14.343596003892
1.5536		14.3772880338728
1.5544		14.4110372666764
1.5552		14.4448437643821
1.556		14.4787075891014
1.5568		14.5126288029783
1.5576		14.5466074681891
1.5584		14.5806436469425
1.5592		14.6147374014791
1.56		14.6488887940726
1.5608		14.6830978870287
1.5616		14.7173647426851
1.5624		14.7516894234126
1.5632		14.7860719916141
1.564		14.8205125097247
1.5648		14.8550110402121
1.5656		14.8895676455763
1.5664		14.92418238835
1.5672		14.9588553310979
1.568		14.9935865364175
1.5688		15.0283760669386
1.5696		15.0632239853234
1.5704		15.0981303542666
1.5712		15.1330952364954
1.572		15.1681186947694
1.5728		15.2032007918806
1.5736		15.238341590654
1.5744		15.2735411539461
1.5752		15.3087995446468
1.576		15.3441168256782
1.5768		15.3794930599947
1.5776		15.4149283105834
1.5784		15.4504226404641
1.5792		15.4859761126887
1.58		15.521588790342
1.5808		15.5572607365412
1.5816		15.5929920144359
1.5824		15.6287826872085
1.5832		15.6646328180738
1.584		15.7005424702793
1.5848		15.7365117071048
1.5856		15.772540591863
1.5864		15.808629187899
1.5872		15.8447775585905
1.588		15.8809857673478
1.5888		15.9172538776138
1.5896		15.953581952864
1.5904		15.9899700566065
1.5912		16.026418252382
1.592		16.062926603764
1.5928		16.0994951743583
1.5936		16.1361240278036
1.5944		16.1728132277711
1.5952		16.2095628379646
1.596		16.2463729221209
1.5968		16.2832435440087
1.5976		16.3201747674304
1.5984		16.3571666562203
1.5992		16.3942192742452
1.6		16.4313326854055
1.6008		16.4685069536333
1.6016		16.5057421428941
1.6024		16.5430383171858
1.6032		16.5803955405389
1.604		16.6178138770164
1.6048		16.6552933907148
1.6056		16.6928341457627
1.6064		16.7304362063212
1.6072		16.7680996365849
1.608		16.8058245007803
1.6088		16.8436108631672
1.6096		16.8814587880379
1.6104		16.9193683397175
1.6112		16.9573395825638
1.612		16.9953725809673
1.6128		17.0334673993515
1.6136		17.0716241021725
1.6144		17.1098427539188
1.6152		17.1481234191125
1.616		17.1864661623078
1.6168		17.2248710480916
1.6176		17.2633381410842
1.6184		17.3018675059383
1.6192		17.3404592073394
1.62		17.3791133100057
1.6208		17.4178298786886
1.6216		17.456608978172
1.6224		17.4954506732723
1.6232		17.5343550288395
1.624		17.5733221097557
1.6248		17.6123519809362
1.6256		17.6514447073291
1.6264		17.6906003539152
1.6272		17.7298189857081
1.628		17.7691006677547
1.6288		17.808445465134
1.6296		17.8478534429585
1.6304		17.8873246663731
1.6312		17.9268592005556
1.632		17.9664571107174
1.6328		18.0061184621016
1.6336		18.045843319985
1.6344		18.085631749677
1.6352		18.1254838165199
1.636		18.1653995858888
1.6368		18.2053791231918
1.6376		18.2454224938699
1.6384		18.285529763397
1.6392		18.3257009972798
1.64		18.3659362610578
1.6408		18.4062356203035
1.6416		18.4465991406227
1.6424		18.4870268876537
1.6432		18.5275189270675
1.644		18.5680753245687
1.6448		18.6086961458941
1.6456		18.6493814568139
1.6464		18.6901313231311
1.6472		18.7309458106817
1.648		18.7718249853344
1.6488		18.8127689129911
1.6496		18.8537776595866
1.6504		18.8948512910886
1.6512		18.9359898734978
1.652		18.9771934728477
1.6528		19.0184621552049
1.6536		19.059795986669
1.6544		19.1011950333725
1.6552		19.1426593614809
1.656		19.1841890371926
1.6568		19.225784126739
1.6576		19.2674446963848
1.6584		19.3091708124269
1.6592		19.3509625411963
1.66		19.3928199490557
1.6608		19.4347431024021
1.6616		19.4767320676645
1.6624		19.5187869113053
1.6632		19.56090769982
1.664		19.6030944997369
1.6648		19.6453473776174
1.6656		19.6876664000561
1.6664		19.7300516336801
1.6672		19.77250314515
1.668		19.8150210011594
1.6688		19.8576052684346
1.6696		19.9002560137353
1.6704		19.9429733038539
1.6712		19.985757205616
1.672		20.0286077858804
1.6728		20.0715251115387
1.6736		20.1145092495155
1.6744		20.1575602667686
1.6752		20.2006782302891
1.676		20.2438632071005
1.6768		20.2871152642599
1.6776		20.3304344688573
1.6784		20.3738208880158
1.6792		20.4172745888914
1.68		20.4607956386733
1.6808		20.5043841045839
1.6816		20.5480400538783
1.6824		20.5917635538452
1.6832		20.6355546718058
1.684		20.6794134751148
1.6848		20.7233400311599
1.6856		20.7673344073618
1.6864		20.8113966711742
1.6872		20.8555268900843
1.688		20.899725131612
1.6888		20.9439914633104
1.6896		20.9883259527656
1.6904		21.0327286675972
1.6912		21.0771996754573
1.692		21.1217390440318
1.6928		21.1663468410391
1.6936		21.2110231342311
1.6944		21.2557679913927
1.6952		21.3005814803417
1.696		21.3454636689295
1.6968		21.3904146250401
1.6976		21.4354344165909
1.6984		21.4805231115327
1.6992		21.5256807778489
1.7		21.5709074835563
1.7008		21.6162032967048
1.7016		21.6615682853775
1.7024		21.7070025176906
1.7032		21.7525060617934
1.704		21.7980789858683
1.7048		21.8437213581311
1.7056		21.8894332468306
1.7064		21.9352147202485
1.7072		21.9810658467
1.708		22.0269866945335
1.7088		22.0729773321301
1.7096		22.1190378279047
1.7104		22.1651682503049
1.7112		22.2113686678115
1.712		22.2576391489388
1.7128		22.3039797622338
1.7136		22.3503905762771
1.7144		22.3968716596822
1.7152		22.4434230810958
1.716		22.4900449091981
1.7168		22.5367372127021
1.7176		22.5835000603541
1.7184		22.6303335209336
1.7192		22.6772376632533
1.72		22.7242125561591
1.7208		22.77125826853
1.7216		22.8183748692786
1.7224		22.8655624273499
1.7232		22.912821011723
1.724		22.9601506914094
1.7248		23.0075515354545
1.7256		23.0550236129363
1.7264		23.1025669929665
1.7272		23.1501817446898
1.728		23.197867937284
1.7288		23.2456256399602
1.7296		23.2934549219629
1.7304		23.3413558525695
1.7312		23.3893285010907
1.732		23.4373729368709
1.7328		23.4854892292869
1.7336		23.5336774477493
1.7344		23.5819376617018
1.7352		23.6302699406213
1.736		23.6786743540179
1.7368		23.727150971435
1.7376		23.7756998624491
1.7384		23.82432109667
1.7392		23.8730147437411
1.74		23.9217808733383
1.7408		23.9706195551714
1.7416		24.019530858983
1.7424		24.0685148545494
1.7432		24.1175716116798
1.744		24.1667012002166
1.7448		24.2159036900356
1.7456		24.2651791510461
1.7464		24.3145276531901
1.7472		24.3639492664432
1.748		24.4134440608144
1.7488		24.4630121063456
1.7496		24.512653473112
1.7504		24.5623682312224
1.7512		24.6121564508186
1.752		24.6620182020757
1.7528		24.7119535552019
1.7536		24.7619625804393
1.7544		24.8120453480624
1.7552		24.8622019283796
1.756		24.9124323917323
1.7568		24.9627368084952
1.7576		25.0131152490764
1.7584		25.0635677839172
1.7592		25.114094483492
1.76		25.1646954183089
1.7608		25.215370658909
1.7616		25.2661202758666
1.7624		25.3169443397894
1.7632		25.3678429213186
1.764		25.4188160911282
1.7648		25.4698639199261
1.7656		25.5209864784529
1.7664		25.572183837483
1.7672		25.6234560678235
1.768		25.6748032403156
1.7688		25.726225425833
1.7696		25.7777226952832
1.7704		25.8292951196068
1.7712		25.8809427697779
1.772		25.9326657168036
1.7728		25.9844640317244
1.7736		26.0363377856145
1.7744		26.0882870495805
1.7752		26.1403118947635
1.776		26.1924123923369
1.7768		26.2445886135081
1.7776		26.2968406295171
1.7784		26.3491685116382
1.7792		26.4015723311778
1.78		26.4540521594769
1.7808		26.5066080679087
1.7816		26.5592401278805
