T [fm^-1]		beta_pi
0.25338655		0.000212541148831145
0.258454281		0.000236985075530112
0.263522012		0.00026352949746219
0.268589743		0.000292300415603705
0.273657474		0.000323428932051686
0.278725205		0.000357051465216659
0.283792936		0.000393309984142918
0.288860667		0.0004323522638293
0.293928398		0.0004743321636084
0.298996129		0.000519409930844404
0.30406386		0.000567752532430827
0.309131591		0.00061953401680991
0.314199322		0.000674935909498159
0.319267053		0.000734147645387328
0.324334784		0.000797367041400473
0.329402515		0.000864800813418962
0.334470246		0.000936665141761235
0.339537977		0.00101318628988897
0.344605708		0.00109460128144418
0.349673439		0.00118115864118324
0.35474117		0.00127311920587268
0.359808901		0.00137075701175137
0.364876632		0.00147436026574462
0.369944363		0.0015842324082427
0.375012094000001		0.00170069327592966
0.380079825000001		0.00182408037387533
0.385147556000001		0.00195475026688149
0.390215287000001		0.00209308010091149
0.395283018000001		0.00223946926632826
0.400350749000001		0.00239434121562942
0.405418480000001		0.00255814544939668
0.410486211000001		0.00273135968527018
0.415553942000001		0.00291449222593947
0.420621673000001		0.00310808454338257
0.425689404000001		0.00331271409791058
0.430757135000001		0.00352899741198262
0.435824866000001		0.00375759342023533
0.440892597000001		0.00399920711873521
0.445960328000001		0.00425459353809897
0.451028059000001		0.00452456206683869
0.456095790000001		0.00480998115306598
0.461163521000001		0.00511178341452143
0.466231252000001		0.0054309711887761
0.471298983000001		0.00576862255734857
0.476366714000001		0.00612589787940895
0.481434445000001		0.0065040468726039
0.486502176000001		0.00690441628038089
0.491569907000001		0.00732845816692344
0.496637638000001		0.00777773888236529
0.501705369000001		0.00825394874232074
0.506773100000001		0.0087589124668334
0.511840831000001		0.00929460042451764
0.516908562000001		0.00986314072786857
0.521976293000001		0.0104668322252912
0.527044024000001		0.0111081584342339
0.532111755000001		0.0117898024577345
0.537179486000001		0.0125146629234668
0.542247217000001		0.0132858709799728
0.547314948000001		0.0141068083787101
0.552382679000001		0.0149811266627518
0.557450410000001		0.0159127674731873
0.562518141000001		0.016905983972222
0.567585872000001		0.0179653633670081
0.572653603000001		0.0190958505008193
0.577721334000001		0.0203027724570722
0.582789065000001		0.0215918640976017
0.587856796000001		0.0229692944280069
0.592924527000001		0.0244416936513926
0.597992258000001		0.02601618073513
0.603059989000001		0.0277003912751132
0.608127720000001		0.0295025053976948
0.613195451000001		0.0314312753910115
0.618263182000001		0.033496052705632
0.623330913000001		0.0357068139102418
0.628398644000001		0.0380741851316374
0.633466375000001		0.0406094644497642
0.638534106000001		0.0433246416648125
0.643601837000002		0.0462324147961967
0.648669568000002		0.0493462026265315
0.653737299000002		0.0526801525611743
0.658805030000002		0.056249143041929
0.663872761000002		0.0600687797360888
0.668940492000002		0.0641553847195914
0.674008223000002		0.0685259778943829
0.679075954000002		0.073198249918194
0.684143685000002		0.0781905259997884
0.689211416000002		0.0835217200081761
0.694279147000002		0.0892112784741815
0.699346878000002		0.0952791142339669
0.704414609000002		0.101745529649679
0.709482340000002		0.108631129579315
0.714550071000002		0.115956724523046
0.719617802000002		0.123743224646153
0.724685533000002		0.132011525684706
0.729753264000002		0.140782388029159
0.734820995000002		0.150076310602143
0.739888726000002		0.159913401396473
0.744956457000002		0.17031324683658
0.750024188000002		0.181294782295221
0.755091919000002		0.19287616629905
0.760159650000002		0.205074660994969
0.765227381000002		0.217906521520413
0.770295112000002		0.231386896787899
0.775362843000002		0.245529744078901
0.780430574000002		0.260347759565594
0.785498305000002		0.27585232655328
0.790566036000002		0.292053482830553
0.795633767000002		0.308959908049708
0.800701498000002		0.326578931533899
0.805769229000002		0.344916560386874
0.810836960000002		0.363977527264848
0.815904691000002		0.383765356595364
0.820972422000002		0.404282447636431
0.826040153000002		0.425530172306303
0.831107884000002		0.447508985381554
0.836175615000002		0.470218544433707
0.841243346000002		0.493657836808427
0.846311077000002		0.517825310639617
0.851378808000002		0.542719007290531
0.856446539000002		0.568336692500862
0.861514270000002		0.594675983773316
0.866582001000002		0.621734471865443
0.871649732000002		0.649509834511355
0.876717463000002		0.677999940927351
0.881785194000002		0.707202945865584
0.886852925000002		0.737117372455728
0.891920656000002		0.767742183568166
0.896988387000002		0.799076841347245
0.902056118000003		0.831121355199274
0.907123849000003		0.863876318777218
0.912191580000003		0.89734293634742
0.917259311000003		0.93152303958165
0.922327042000003		0.966419095522711
0.927394773000003		1.00203420665893
0.932462504000003		1.03837210431445
0.937530235000003		1.07543713613461
0.942597966000003		1.1132342488531
0.947665697000003		1.15176896702949
0.952733428000003		1.19104736896289
0.957801159000003		1.23107606021689
0.962868890000003		1.27186214571471
0.967936621000003		1.31341320086524
0.973004352000003		1.35573724230015
0.978072083000003		1.3988426989244
0.983139814000003		1.44273838307617
0.988207545000003		1.48743346259176
0.993275276000003		1.53293743373748
0.998343007000003		1.57926009547071
1.003410738		1.62641152492328
1.008478469		1.67440205381501
1.0135462		1.72324224704628
1.018613931		1.77294288182224
1.023681662		1.82351492932906
1.028749393		1.87496953677313
1.033817124		1.92731801137465
1.038884855		1.98057180658172
1.043952586		2.03474250912538
1.049020317		2.08984182805837
1.054088048		2.14588158671937
1.059155779		2.20287371690503
1.06422351		2.26083026074912
1.069291241		2.31976337008974
1.074358972		2.379685330867
1.079426703		2.44060859270448
1.084494434		2.50254584182042
1.089562165		2.56551013011694
1.094629896		2.62951512960717
1.099697627		2.69457562689913
1.104765358		2.76070843134366
1.109833089		2.82793390212506
1.11490082		2.89627702340884
1.119968551		2.96576073677407
1.125036282		3.03637212465563
1.130104013		3.10803642514849
1.135171744		3.18072717612998
