T [fm^-1]		beta_Pi
1.130104013		0.673666667161421
1.135171744		0.687794291427017
1.140239475		0.702079157603762
1.145307206		0.71653800630944
1.150374937		0.731174974297435
1.155442668		0.745989222005345
1.160510399		0.760978610392784
1.16557813		0.776139826977149
1.170645861		0.791468822575222
1.175713592		0.806977559239271
1.180781323		0.822742857748375
1.185849054		0.838738523776602
1.190916785		0.854868863520018
1.195984516		0.87115578837811
1.201052247		0.887619430689899
1.206119978		0.904266978367433
1.211187709		0.921101337189228
1.21625544		0.938124140828207
1.221323171		0.955336610001036
1.226390902		0.97273981992537
1.231458633		0.990334791118394
1.236526364		1.00812252079384
1.241594095		1.02610399626326
1.246661826		1.04428019767142
1.251729557		1.06265210019992
1.256797288		1.0812206746168
1.261865019		1.09998688686928
1.26693275		1.11895169896696
1.272000481		1.13811606778769
1.277068212		1.15748094570551
1.282135943		1.17704728064933
1.287203674		1.19681601572446
1.292271405		1.21678808970197
1.297339136		1.23696443703365
1.302406867		1.25734598774572
1.307474598		1.27793366784935
1.312542329		1.29872839936592
1.31761006		1.31973110051663
1.322677791		1.3409426858316
1.327745522		1.36236406634503
1.332813253		1.38399614972907
1.337880984		1.40583984044678
1.342948715		1.42789603988515
1.348016446		1.45016564653971
1.353084177		1.47264955610436
1.358151908		1.49534866163671
1.363219639		1.51826385368086
1.36828737		1.54139602035652
1.373355101		1.56474604755715
1.378422832		1.58831481896555
1.383490563		1.61210321623917
1.388558294		1.63611211908534
1.393626025		1.6603424053448
1.398693756		1.68479495112141
1.403761487		1.70947063083773
1.408829218		1.7343703173392
1.413896949		1.75949488198619
1.41896468		1.78484519469708
1.424032411		1.81042212406262
1.429100142		1.83622653738785
1.434167873		1.86225930077079
1.439235604		1.88852127916652
1.444303335		1.91501333644521
1.449371066		1.94173633545019
1.454438797		1.96869113805196
1.459506528		1.99587860520639
1.464574259		2.02329959699757
1.46964199		2.05095497268985
1.474709721		2.07884559077236
1.479777452		2.1069723089977
1.484845183		2.13533598443107
1.489912914		2.1639374734823
1.494980645		2.19277763194866
1.500048376		2.22185731504546
1.505116107		2.25117737744445
1.510183838		2.28073867330224
1.515251569		2.31054205629684
1.5203193		2.34058837965137
1.525387031		2.3708784961674
1.530454762		2.40141325824627
1.535522493		2.4321935179215
1.540590224		2.46322012687856
1.545657955		2.4944939364833
1.550725686		2.52601579779749
1.555793417		2.55778656160815
1.560861148		2.58980707844526
1.565928879		2.62207819859996
1.57099661000001		2.65460077214653
1.57606434100001		2.68737564895893
1.58113207200001		2.72040367873052
1.58619980300001		2.75368571098786
1.59126753400001		2.78722259510929
1.59633526500001		2.82101518034076
1.60140299600001		2.85506431580936
1.60647072700001		2.8893708505382
1.61153845800001		2.92393563346128
1.61660618900001		2.9587595134353
1.62167392000001		2.99384333925223
1.62674165100001		3.02918795965477
1.63180938200001		3.0647942233439
1.63687711300001		3.10066297899351
1.64194484400001		3.1367950752593
1.64701257500001		3.17319136079142
1.65208030600001		3.20985268424195
1.65714803700001		3.24677989427743
1.66221576800001		3.28397383958591
1.66728349900001		3.32143536888844
1.67235123000001		3.35916533094495
1.67741896100001		3.39716457456541
1.68248669200001		3.43543394861645
1.68755442300001		3.47397430202871
1.69262215400001		3.51278648380617
1.69768988500001		3.55187134303151
1.70275761600001		3.59122972887376
1.70782534700001		3.63086249059548
1.71289307800001		3.67077047755907
1.71796080900001		3.71095453923222
1.72302854000001		3.75141552519421
1.72809627100001		3.79215428514211
1.73316400200001		3.83317166889622
1.73823173300001		3.87446852640523
1.74329946400001		3.91604570775075
1.74836719500001		3.95790406315356
1.75343492600001		4.00004444297655
1.75850265700001		4.04246769773153
1.76357038800001		4.08517467808142
1.76863811900001		4.12816623484551
1.77370585000001		4.17144321900384
1.77877358100001		4.21500648169947
1.78384131200001		4.25885687424425
1.78890904300001		4.30299524812073
1.79397677400001		4.34742245498678
1.79904450500001		4.39213934667706
1.80411223600001		4.43714677520849
1.80917996700001		4.48244559278138
1.81424769800001		4.52803665178277
1.81931542900001		4.57392080478938
1.82438316000001		4.62009890457015
1.82945089100001		4.66657180408849
1.83451862200001		4.71334035650451
1.83958635300001		4.76040541517773
1.84465408400001		4.80776783366848
1.84972181500001		4.85542846574078
1.85478954600001		4.90338816536327
1.85985727700001		4.95164778671185
1.86492500800001		5.00020818417093
1.86999273900001		5.0490702123349
1.87506047000001		5.09823472601007
1.88012820100001		5.14770258021566
1.88519593200001		5.19747463018539
1.89026366300001		5.24755173136876
1.89533139400001		5.29793473943175
1.90039912500001		5.34862451025832
1.90546685600001		5.39962189995135
1.91053458700001		5.45092776483366
1.91560231800001		5.5025429614482
1.92067004900001		5.55446834655957
1.92573778000001		5.60670477715448
1.93080551100001		5.65925311044239
1.93587324200001		5.71211420385556
1.94094097300001		5.76528891505047
1.94600870400001		5.81877810190784
1.95107643500001		5.87258262253258
1.95614416600001		5.92670333525458
1.96121189700001		5.98114109862888
1.96627962800001		6.03589677143615
1.97134735900001		6.09097121268193
1.97641509000001		6.14636528159794
1.98148282100001		6.20207983764125
1.98655055200001		6.25811574049443
1.99161828300001		6.31447385006599
1.99668601400001		6.37115502648964
2.00175374500001		6.42816013012447
2.00682147600001		6.48549002155495
2.01188920700001		6.54314556159014
2.01695693800001		6.60112761126398
2.02202466900001		6.65943703183489
2.02709240000001		6.71807468478506
2.03216013100001		6.77704143182052
2.03722786200001		6.83633813487047
2.04229559300001		6.89596565608699
2.04736332400001		6.95592485784444
2.05243105500001		7.01621660273904
2.05749878600001		7.07684175358799
2.06256651700001		7.13780117342972
2.06763424800001		7.19909572552229
2.07270197900001		7.26072627334342
2.07776971000001		7.32269368058987
2.08283744100001		7.38499881117614
2.08790517200001		7.44764252923441
2.09297290300001		7.51062569911358
2.09804063400001		7.57394918537853
2.10310836500001		7.6376138528091
2.10817609600001		7.70162056640007
2.11324382700001		7.76597019135914
2.11831155800001		7.8306635931074
2.12337928900001		7.89570163727742
2.12844702000001		7.96108518971294
2.13351475100001		8.02681511646815
2.13858248200001		8.09289228380608
2.14365021300001		8.15931755819832
2.14871794400001		8.22609180632388
2.15378567500001		8.29321589506827
2.15885340600001		8.3606906915225
2.16392113700001		8.42851706298204
2.16898886800001		8.49669587694606
2.17405659900001		8.56522800111617
2.17912433000001		8.63411430339563
2.18419206100001		8.70335565188826
2.18925979200001		8.77295291489729
2.19432752300001		8.84290696092459
2.19939525400001		8.91321865866934
2.20446298500001		8.98388887702729
2.20953071600001		9.05491848508908
2.21459844700001		9.12630835214016
2.21966617800001		9.1980593476589
2.22473390900001		9.27017234131561
2.22980164000001		9.34264820297197
2.23486937100001		9.41548780267927
2.23993710200001		9.48869201067784
2.24500483300001		9.56226169739559
2.25007256400001		9.63619773344705
2.25514029500001		9.71050098963248
2.26020802600001		9.78517233693603
2.26527575700001		9.86021264652578
2.27034348800001		9.93562278975138
2.27541121900001		10.0114036381437
2.28047895000001		10.0875560634137
2.28554668100001		10.1640809374509
2.29061441200001		10.2409791323225
2.29568214300001		10.3182515202723
2.30074987400001		10.3958989737193
2.30581760500001		10.4739223652569
2.31088533600001		10.5523225676517
2.31595306700001		10.6311004538422
2.32102079800001		10.7102568969375
2.32608852900001		10.7897927702169
2.33115626000001		10.8697089471279
2.33622399100001		10.9500063012858
2.34129172200001		11.0306857064719
2.34635945300001		11.1117480366329
2.35142718400001		11.1931941658797
2.35649491500001		11.2750249684858
2.36156264600001		11.3572413188868
2.36663037700001		11.439844091679
2.37169810800001		11.5228341616182
2.37676583900001		11.6062124036188
2.38183357000001		11.6899796927525
2.38690130100001		11.7741369042472
2.39196903200001		11.858684913486
2.39703676300001		11.9436245960062
2.40210449400001		12.0289568274977
2.40717222500001		12.1146824838028
2.41223995600001		12.2008024409138
2.41730768700001		12.2873175749734
2.42237541800001		12.3742287622724
2.42744314900001		12.4615368792493
2.43251088000001		12.5492428024889
2.43757861100001		12.6373474087215
2.44264634200001		12.7258515748216
2.44771407300001		12.8147561778069
2.45278180400001		12.9040620948371
2.45784953500001		12.9937702032134
2.46291726600001		13.0838813803765
2.46798499700001		13.1743965039065
2.47305272800001		13.2653164515213
2.47812045900001		13.3566421010757
2.48318819000001		13.4483743305604
2.48825592100001		13.540514018101
2.49332365200001		13.6330620419569
2.49839138300001		13.72601928052
2.50345911400001		13.8193866123146
2.50852684500001		13.9131649159952
2.51359457600001		14.0073550703466
2.51866230700001		14.101957954282
2.52373003800001		14.1969744468425
2.52879776900001		14.2924054271962
