tau [fm]		R_piNS^-1
0.25		4.50048
0.255		4.41866
0.26		4.33991
0.265		4.26405
0.27		4.19092
0.275		4.12037
0.28		4.05228
0.285		3.98651
0.29		3.92294
0.295		3.86147
0.3		3.80199
0.305		3.7444
0.31		3.68863
0.315		3.63457
0.32		3.58215
0.325		3.53131
0.33		3.48195
0.335		3.43403
0.34		3.38748
0.345		3.34224
0.35		3.29826
0.355		3.25547
0.36		3.21385
0.365		3.17332
0.37		3.13387
0.375		3.09543
0.38		3.05797
0.385		3.02146
0.39		2.98585
0.395		2.95112
0.4		2.91723
0.405		2.88416
0.41		2.85186
0.415		2.82032
0.42		2.7895
0.425		2.75939
0.43		2.72996
0.435		2.70118
0.44		2.67303
0.445		2.6455
0.45		2.61855
0.455		2.59218
0.46		2.56637
0.465		2.54109
0.47		2.51633
0.475		2.49207
0.48		2.46831
0.485		2.44501
0.49		2.42218
0.495		2.39979
0.5		2.37783
0.505		2.35629
0.51		2.33516
0.515		2.31443
0.52		2.29407
0.525		2.2741
0.53		2.25448
0.535		2.23522
0.54		2.2163
0.545		2.19772
0.55		2.17946
0.555		2.16152
0.56		2.14389
0.565		2.12655
0.57		2.10951
0.575		2.09275
0.58		2.07627
0.585		2.06007
0.59		2.04412
0.595		2.02843
0.6		2.013
0.605		1.99781
0.61		1.98285
0.615		1.96813
0.62		1.95364
0.625		1.93937
0.63		1.92532
0.635		1.91147
0.64		1.89784
0.645		1.88441
0.65		1.87117
0.655		1.85813
0.66		1.84528
0.665		1.83261
0.67		1.82013
0.675		1.80782
0.68		1.79568
0.685		1.78371
0.69		1.77191
0.695		1.76027
0.7		1.74878
0.705		1.73746
0.71		1.72628
0.715		1.71526
0.72		1.70438
0.725		1.69364
0.73		1.68304
0.735		1.67258
0.74		1.66226
0.745		1.65206
0.75		1.642
0.755		1.63206
0.76		1.62225
0.765		1.61255
0.77		1.60298
0.775		1.59353
0.78		1.58419
0.785		1.57496
0.79		1.56584
0.795		1.55683
0.8		1.54793
0.805		1.53914
0.81		1.53044
0.815		1.52185
0.82		1.51336
0.825		1.50496
0.83		1.49666
0.835		1.48846
0.84		1.48034
0.845		1.47232
0.85		1.46439
0.855		1.45654
0.86		1.44878
0.865		1.44111
0.87		1.43351
0.875		1.426
0.88		1.41858
0.885		1.41123
0.89		1.40395
0.895		1.39676
0.9		1.38964
