tau [fm]		R_piNS^-1
0.25		4.50048
0.27		4.19102
0.29		3.92327
0.31		3.68926
0.33		3.48292
0.35		3.29958
0.37		3.13555
0.39		2.9879
0.41		2.85425
0.43		2.73268
0.45		2.62159
0.47		2.51967
0.49		2.4258
0.51		2.33904
0.53		2.25861
0.55		2.18381
0.57		2.11406
0.59		2.04886
0.61		1.98776
0.63		1.93038
0.65		1.87637
0.67		1.82545
0.69		1.77733
0.71		1.7318
0.73		1.68863
0.75		1.64766
0.77		1.60869
0.79		1.57159
0.81		1.53622
0.83		1.50246
0.85		1.47019
0.87		1.43932
0.89		1.40975
0.91		1.3814
0.93		1.35419
0.95		1.32804
0.97		1.30291
0.99		1.27872
1.01		1.25542
1.03		1.23297
1.05		1.2113
1.07		1.19039
1.09		1.17019
1.11		1.15067
1.13		1.13178
1.15		1.1135
1.17		1.0958
1.19		1.07864
1.21		1.06201
1.23		1.04587
1.25		1.03021
1.27		1.015
1.29		1.00022
1.31		0.985856
1.33		0.971887
1.35		0.958296
1.37		0.945068
1.39		0.932187
1.41		0.919639
1.43		0.90741
1.45		0.895488
1.47		0.88386
1.49		0.872516
1.51		0.861444
1.53		0.850633
1.55		0.840075
1.57		0.829759
1.59		0.819678
1.61		0.809821
1.63		0.800183
1.65		0.790754
1.67		0.781527
1.69		0.772496
1.71		0.763653
1.73		0.754993
1.75		0.74651
1.77		0.738197
1.79		0.730049
1.81		0.722061
1.83		0.714228
1.85		0.706544
1.87		0.699006
1.89		0.691609
1.91		0.684348
1.93		0.677219
1.95		0.670219
1.97		0.663343
1.99		0.656589
2.01		0.649952
2.03		0.64343
2.05		0.637019
2.07		0.630716
2.09		0.624518
2.11		0.618422
2.13		0.612427
2.15		0.606528
2.17		0.600724
2.19		0.595012
2.21		0.58939
2.23		0.583855
2.25		0.578407
2.27		0.573041
2.29		0.567757
2.31		0.562553
2.33		0.557426
2.35		0.552375
2.37		0.547399
2.39		0.542495
2.41		0.537662
2.43		0.532899
2.45		0.528203
2.47		0.523574
2.49		0.519011
2.51		0.514511
2.53		0.510074
2.55		0.505698
2.57		0.501382
2.59		0.497126
2.61		0.492927
2.63		0.488785
2.65		0.484698
2.67		0.480666
2.69		0.476688
2.71		0.472762
2.73		0.468888
2.75		0.465065
2.77		0.461291
2.79		0.457567
2.81		0.453891
2.83		0.450262
2.85		0.44668
2.87		0.443143
2.89		0.439651
2.91		0.436204
2.93		0.4328
2.95		0.429438
2.97		0.426119
2.99		0.422842
3.01		0.419604
3.03		0.416407
3.05		0.41325
3.07		0.410131
3.09		0.407051
3.11		0.404008
3.13		0.401002
3.15		0.398033
3.17		0.395099
3.19		0.392201
3.21		0.389337
3.23		0.386508
3.25		0.383713
3.27		0.381313
3.29		0.379081
3.31		0.37687
3.33		0.374683
3.35		0.372517
3.37		0.370373
3.39		0.368251
3.41		0.36615
3.43		0.36407
3.45		0.362011
3.47		0.359972
3.49		0.357954
3.51		0.355956
3.53		0.353978
3.55		0.35202
3.57		0.350081
3.59		0.348161
3.61		0.34626
3.63		0.344378
3.65		0.342515
3.67		0.34067
3.69		0.338843
3.71		0.337034
3.73		0.335242
3.75		0.333469
3.77		0.331712
3.79		0.329973
3.81		0.32825
3.83		0.326544
3.85		0.324855
3.87		0.323182
3.89		0.321525
3.91		0.319884
3.93		0.318258
3.95		0.316649
3.97		0.315054
3.99		0.313475
4.01		0.311911
4.03		0.310361
4.05		0.308826
4.07		0.307306
4.09		0.3058
4.11		0.304308
4.13		0.30283
4.15		0.301366
4.17		0.299915
4.19		0.298478
4.21		0.297054
4.23		0.295644
4.25		0.294246
4.27		0.292861
4.29		0.291489
4.31		0.290129
4.33		0.288782
4.35		0.287447
4.37		0.286124
4.39		0.284812
4.41		0.283513
4.43		0.282225
4.45		0.280949
4.47		0.279684
4.49		0.278431
4.51		0.277188
4.53		0.275957
4.55		0.274736
4.57		0.273526
4.59		0.272327
4.61		0.271138
4.63		0.269959
4.65		0.268791
4.67		0.267632
4.69		0.266484
4.71		0.265346
4.73		0.264217
4.75		0.263098
4.77		0.261988
4.79		0.260888
4.81		0.259797
4.83		0.258715
4.85		0.257642
4.87		0.256578
4.89		0.255524
4.91		0.254477
4.93		0.25344
4.95		0.252411
4.97		0.25139
4.99		0.250378
5.01		0.249374
5.03		0.248379
5.05		0.247391
5.07		0.246411
5.09		0.245439
5.11		0.244475
5.13		0.243519
5.15		0.24257
5.17		0.241629
5.19		0.240695
5.21		0.239769
5.23		0.23885
5.25		0.237938
5.27		0.237033
5.29		0.236135
5.31		0.235245
5.33		0.234361
5.35		0.233484
5.37		0.232613
5.39		0.231749
5.41		0.230892
5.43		0.230042
5.45		0.229197
5.47		0.228359
5.49		0.227528
5.51		0.226702
5.53		0.225883
5.55		0.22507
5.57		0.224263
5.59		0.223462
5.61		0.222666
5.63		0.221877
5.65		0.221093
5.67		0.220315
5.69		0.219543
5.71		0.218776
5.73		0.218015
5.75		0.217259
5.77		0.216509
5.79		0.215764
5.81		0.215024
5.83		0.214289
5.85		0.21356
5.87		0.212836
5.89		0.212117
5.91		0.211403
5.93		0.210693
5.95		0.209989
5.97		0.20929
5.99		0.208595
6.01		0.207905
6.03		0.20722
6.05		0.20654
6.07		0.205864
6.09		0.205193
6.11		0.204526
6.13		0.203864
6.15		0.203206
6.17		0.202553
6.19		0.201904
6.21		0.201259
6.23		0.200619
6.25		0.199983
6.27		0.19935
6.29		0.198723
6.31		0.198099
6.33		0.197479
6.35		0.196863
6.37		0.196251
6.39		0.195644
6.41		0.19504
6.43		0.19444
6.45		0.193843
6.47		0.193251
6.49		0.192662
6.51		0.192077
6.53		0.191496
6.55		0.190918
6.57		0.190344
6.59		0.189774
6.61		0.189207
6.63		0.188643
6.65		0.188083
6.67		0.187527
6.69		0.186974
6.71		0.186424
6.73		0.185878
6.75		0.185335
6.77		0.184795
6.79		0.184258
6.81		0.183725
6.83		0.183195
6.85		0.182668
6.87		0.182145
6.89		0.181624
6.91		0.181106
6.93		0.180592
6.95		0.18008
6.97		0.179572
6.99		0.179067
7.01		0.178564
7.03		0.178064
7.05		0.177568
7.07		0.177074
7.09		0.176583
7.11		0.176095
7.13		0.175609
7.15		0.175127
7.17		0.174647
7.19		0.17417
7.21		0.173695
7.23		0.173224
7.25		0.172755
7.27		0.172288
7.29		0.171824
7.31		0.171363
7.33		0.170904
7.35		0.170448
7.37		0.169995
7.39		0.169544
7.41		0.169095
7.43		0.168649
7.45		0.168205
7.47		0.167764
7.49		0.167325
7.51		0.166888
7.53		0.166454
7.55		0.166022
7.57		0.165593
7.59		0.165166
7.61		0.164741
7.63		0.164318
7.65		0.163898
7.67		0.16348
7.69		0.163064
7.71		0.16265
7.73		0.162238
7.75		0.161829
7.77		0.161422
7.79		0.161016
7.81		0.160613
7.83		0.160212
7.85		0.159813
7.87		0.159417
7.89		0.159022
7.91		0.158629
7.93		0.158238
7.95		0.15785
7.97		0.157463
7.99		0.157078
8.01		0.156695
8.03		0.156314
8.05		0.155935
8.07		0.155558
8.09		0.155183
8.11		0.154809
8.13		0.154438
8.15		0.154068
8.17		0.153701
8.19		0.153335
8.21		0.15297
8.23		0.152608
8.25		0.152247
8.27		0.151889
8.29		0.151531
8.31		0.151176
8.33		0.150822
8.35		0.150471
8.37		0.15012
8.39		0.149772
8.41		0.149425
8.43		0.14908
8.45		0.148736
8.47		0.148394
8.49		0.148054
8.51		0.147715
8.53		0.147378
8.55		0.147043
8.57		0.146709
8.59		0.146377
8.61		0.146046
8.63		0.145717
8.65		0.145389
8.67		0.145063
8.69		0.144738
8.71		0.144415
8.73		0.144094
8.75		0.143774
8.77		0.143455
8.79		0.143138
8.81		0.142822
8.83		0.142508
8.85		0.142195
8.87		0.141883
8.89		0.141573
8.91		0.141265
8.93		0.140958
8.95		0.140652
8.97		0.140347
8.99		0.140044
9.01		0.139742
9.03		0.139442
9.05		0.139143
9.07		0.138845
9.09		0.138549
9.11		0.138254
9.13		0.13796
9.15		0.137667
9.17		0.137376
9.19		0.137086
9.21		0.136797
9.23		0.13651
9.25		0.136224
9.27		0.135939
9.29		0.135655
9.31		0.135373
9.33		0.135092
9.35		0.134811
9.37		0.134533
9.39		0.134255
9.41		0.133979
9.43		0.133703
9.45		0.133429
9.47		0.133156
9.49		0.132884
9.51		0.132614
9.53		0.132344
9.55		0.132076
9.57		0.131809
9.59		0.131543
9.61		0.131278
9.63		0.131014
9.65		0.130751
9.67		0.130489
9.69		0.130229
9.71		0.129969
9.73		0.129711
