tau [fm]		R_PiNS^-1
0.25		-0.0653887
0.27		-0.0742897
0.29		-0.0838592
0.31		-0.0939823
0.33		-0.104561
0.35		-0.115513
0.37		-0.126767
0.39		-0.138263
0.41		-0.14995
0.43		-0.161784
0.45		-0.173728
0.47		-0.185749
0.49		-0.19782
0.51		-0.209916
0.53		-0.222016
0.55		-0.234102
0.57		-0.246159
0.59		-0.258173
0.61		-0.270132
0.63		-0.282025
0.65		-0.293843
0.67		-0.30558
0.69		-0.317228
0.71		-0.328782
0.73		-0.340237
0.75		-0.351591
0.77		-0.362839
0.79		-0.373981
0.81		-0.385015
0.83		-0.395941
0.85		-0.406758
0.87		-0.417467
0.89		-0.42807
0.91		-0.438568
0.93		-0.448965
0.95		-0.459262
0.97		-0.469465
0.99		-0.479576
1.01		-0.489601
1.03		-0.499545
1.05		-0.509413
1.07		-0.519212
1.09		-0.528949
1.11		-0.538629
1.13		-0.548262
1.15		-0.557855
1.17		-0.567417
1.19		-0.576957
1.21		-0.586484
1.23		-0.596008
1.25		-0.605539
1.27		-0.615088
1.29		-0.624667
1.31		-0.634287
1.33		-0.643959
1.35		-0.653697
1.37		-0.663512
1.39		-0.673419
1.41		-0.68343
1.43		-0.693559
1.45		-0.703821
1.47		-0.714229
1.49		-0.724799
1.51		-0.735546
1.53		-0.746485
1.55		-0.757632
1.57		-0.769002
1.59		-0.780612
1.61		-0.792478
1.63		-0.804616
1.65		-0.817044
1.67		-0.829779
1.69		-0.842836
1.71		-0.856234
1.73		-0.86999
1.75		-0.884121
1.77		-0.898646
1.79		-0.91358
1.81		-0.928943
1.83		-0.944751
1.85		-0.961022
1.87		-0.977775
1.89		-0.995026
1.91		-1.01279
1.93		-1.0311
1.95		-1.04995
1.97		-1.06937
1.99		-1.08938
2.01		-1.10999
2.03		-1.13122
2.05		-1.15309
2.07		-1.17561
2.09		-1.1988
2.11		-1.22268
2.13		-1.24727
2.15		-1.27257
2.17		-1.29861
2.19		-1.3254
2.21		-1.35296
2.23		-1.3813
2.25		-1.41044
2.27		-1.4404
2.29		-1.47118
2.31		-1.48512
2.33		-1.48311
2.35		-1.48077
2.37		-1.4781
2.39		-1.47512
2.41		-1.47186
2.43		-1.46832
2.45		-1.46453
2.47		-1.46049
2.49		-1.45622
2.51		-1.45173
2.53		-1.44704
2.55		-1.44215
2.57		-1.43708
2.59		-1.43184
2.61		-1.42644
2.63		-1.42089
2.65		-1.4152
2.67		-1.40937
2.69		-1.40342
2.71		-1.39735
2.73		-1.39118
2.75		-1.3849
2.77		-1.37853
2.79		-1.37207
2.81		-1.36553
2.83		-1.35892
2.85		-1.35224
2.87		-1.3455
2.89		-1.33869
2.91		-1.33184
2.93		-1.32494
2.95		-1.31799
2.97		-1.311
2.99		-1.30399
3.01		-1.29693
3.03		-1.28986
3.05		-1.28276
3.07		-1.27564
3.09		-1.2685
3.11		-1.26135
3.13		-1.25419
3.15		-1.24702
3.17		-1.23984
3.19		-1.23267
3.21		-1.22549
3.23		-1.21831
3.25		-1.21114
3.27		-1.20398
3.29		-1.19682
3.31		-1.18967
3.33		-1.18253
3.35		-1.17541
3.37		-1.1683
3.39		-1.09267
3.41		-0.966138
3.43		-0.868533
3.45		-0.792067
3.47		-0.731143
3.49		-0.68172
3.51		-0.640874
3.53		-0.60648
3.55		-0.576988
3.57		-0.551262
3.59		-0.528468
3.61		-0.507989
3.63		-0.489365
3.65		-0.472252
3.67		-0.456393
3.69		-0.441588
3.71		-0.427688
3.73		-0.414573
3.75		-0.402153
3.77		-0.390353
3.79		-0.379115
3.81		-0.368389
3.83		-0.358134
3.85		-0.348318
3.87		-0.338909
3.89		-0.329884
3.91		-0.321218
3.93		-0.312893
3.95		-0.30489
3.97		-0.297192
3.99		-0.289784
4.01		-0.282653
4.03		-0.275785
4.05		-0.269169
4.07		-0.262793
4.09		-0.256646
4.11		-0.250718
4.13		-0.245
4.15		-0.239484
4.17		-0.234159
4.19		-0.229019
4.21		-0.224056
4.23		-0.219262
4.25		-0.214631
4.27		-0.210156
4.29		-0.20583
4.31		-0.201648
4.33		-0.197604
4.35		-0.193693
4.37		-0.189908
4.39		-0.186247
4.41		-0.182702
4.43		-0.179271
4.45		-0.175949
4.47		-0.172731
4.49		-0.169614
4.51		-0.166594
4.53		-0.163667
4.55		-0.160829
4.57		-0.158078
4.59		-0.155411
4.61		-0.152823
4.63		-0.150313
4.65		-0.147877
4.67		-0.145513
4.69		-0.143218
4.71		-0.14099
4.73		-0.138826
4.75		-0.136724
4.77		-0.134682
4.79		-0.132698
4.81		-0.130769
4.83		-0.128895
4.85		-0.127072
4.87		-0.1253
4.89		-0.123576
4.91		-0.121899
4.93		-0.120268
4.95		-0.11868
4.97		-0.117134
4.99		-0.115629
5.01		-0.114164
5.03		-0.112737
5.05		-0.111347
5.07		-0.109992
5.09		-0.108673
5.11		-0.107386
5.13		-0.106133
5.15		-0.10491
5.17		-0.103718
5.19		-0.102555
5.21		-0.101421
5.23		-0.100314
5.25		-0.0992346
5.27		-0.0981806
5.29		-0.0971517
5.31		-0.0961471
5.33		-0.0951661
5.35		-0.094208
5.37		-0.093272
5.39		-0.0923575
5.41		-0.0914639
5.43		-0.0905905
5.45		-0.0897367
5.47		-0.088902
5.49		-0.0880857
5.51		-0.0872874
5.53		-0.0865065
5.55		-0.0857426
5.57		-0.084995
5.59		-0.0842634
5.61		-0.0835472
5.63		-0.0828461
5.65		-0.0821597
5.67		-0.0814874
5.69		-0.080829
5.71		-0.0801839
5.73		-0.079552
5.75		-0.0789327
5.77		-0.0783257
5.79		-0.0777307
5.81		-0.0771474
5.83		-0.0765755
5.85		-0.0760146
5.87		-0.0754644
5.89		-0.0749247
5.91		-0.0743952
5.93		-0.0738756
5.95		-0.0733656
5.97		-0.072865
5.99		-0.0723736
6.01		-0.0718911
6.03		-0.0714172
6.05		-0.0709518
6.07		-0.0704947
6.09		-0.0700455
6.11		-0.0696042
6.13		-0.0691706
6.15		-0.0687443
6.17		-0.0683253
6.19		-0.0679134
6.21		-0.0675083
6.23		-0.06711
6.25		-0.0667182
6.27		-0.0663328
6.29		-0.0659537
6.31		-0.0655806
6.33		-0.0652135
6.35		-0.0648521
6.37		-0.0644965
6.39		-0.0641463
6.41		-0.0638016
6.43		-0.0634621
6.45		-0.0631278
6.47		-0.0627985
6.49		-0.0624741
6.51		-0.0621545
6.53		-0.0618396
6.55		-0.0615293
6.57		-0.0612234
6.59		-0.0609219
6.61		-0.0606247
6.63		-0.0603317
6.65		-0.0600427
6.67		-0.0597578
6.69		-0.0594768
6.71		-0.0591996
6.73		-0.0589261
6.75		-0.0586563
6.77		-0.0583901
6.79		-0.0581273
6.81		-0.0578681
6.83		-0.0576121
6.85		-0.0573595
6.87		-0.05711
6.89		-0.0568638
6.91		-0.0566206
6.93		-0.0563804
6.95		-0.0561432
6.97		-0.0559089
6.99		-0.0556774
7.01		-0.0554487
7.03		-0.0552228
7.05		-0.0549995
7.07		-0.0547788
7.09		-0.0545607
7.11		-0.0543451
7.13		-0.054132
7.15		-0.0539213
7.17		-0.053713
7.19		-0.053507
7.21		-0.0533033
7.23		-0.0531018
7.25		-0.0529025
7.27		-0.0527054
7.29		-0.0525104
7.31		-0.0523175
7.33		-0.0521266
7.35		-0.0519377
7.37		-0.0517508
7.39		-0.0515658
7.41		-0.0513827
7.43		-0.0512015
7.45		-0.0510221
7.47		-0.0508444
7.49		-0.0506686
7.51		-0.0504945
7.53		-0.050322
7.55		-0.0501513
7.57		-0.0499822
7.59		-0.0498147
7.61		-0.0496488
7.63		-0.0494845
7.65		-0.0493216
7.67		-0.0491603
7.69		-0.0490005
7.71		-0.0488422
