tau [fm]		R_piNS^-1
10.32		0.118735
10.33		0.118632
10.34		0.118529
10.35		0.118426
10.36		0.118323
10.37		0.118221
10.38		0.118118
10.39		0.118016
10.4		0.117914
10.41		0.117812
10.42		0.117711
10.43		0.117609
10.44		0.117508
10.45		0.117407
10.46		0.117306
10.47		0.117206
10.48		0.117105
10.49		0.117005
10.5		0.116905
10.51		0.116805
10.52		0.116705
10.53		0.116605
10.54		0.116506
10.55		0.116407
10.56		0.116308
10.57		0.116209
10.58		0.11611
10.59		0.116012
10.6		0.115913
10.61		0.115815
10.62		0.115717
10.63		0.115619
10.64		0.115522
10.65		0.115424
10.66		0.115327
10.67		0.11523
10.68		0.115133
10.69		0.115036
10.7		0.114939
10.71		0.114843
10.72		0.114746
10.73		0.11465
10.74		0.114554
10.75		0.114459
10.76		0.114363
10.77		0.114268
10.78		0.114172
10.79		0.114077
10.8		0.113982
10.81		0.113888
10.82		0.113793
10.83		0.113698
10.84		0.113604
10.85		0.11351
10.86		0.113416
10.87		0.113322
10.88		0.113229
10.89		0.113135
10.9		0.113042
10.91		0.112949
10.92		0.112856
10.93		0.112763
10.94		0.11267
10.95		0.112578
10.96		0.112485
10.97		0.112393
10.98		0.112301
10.99		0.112209
11		0.112118
11.01		0.112026
11.02		0.111935
11.03		0.111844
11.04		0.111752
11.05		0.111661
11.06		0.111571
11.07		0.11148
11.08		0.11139
11.09		0.111299
11.1		0.111209
11.11		0.111119
11.12		0.111029
11.13		0.11094
11.14		0.11085
11.15		0.110761
11.16		0.110671
11.17		0.110582
11.18		0.110493
11.19		0.110405
11.2		0.110316
11.21		0.110227
11.22		0.110139
11.23		0.110051
11.24		0.109963
11.25		0.109875
11.26		0.109787
11.27		0.109699
11.28		0.109612
11.29		0.109525
11.3		0.109437
11.31		0.10935
11.32		0.109263
11.33		0.109177
11.34		0.10909
11.35		0.109004
11.36		0.108917
11.37		0.108831
11.38		0.108745
11.39		0.108659
11.4		0.108573
11.41		0.108488
11.42		0.108402
11.43		0.108317
11.44		0.108232
11.45		0.108147
11.46		0.108062
11.47		0.107977
11.48		0.107892
11.49		0.107808
11.5		0.107724
11.51		0.107639
11.52		0.107555
11.53		0.107471
11.54		0.107388
11.55		0.107304
11.56		0.10722
11.57		0.107137
11.58		0.107054
11.59		0.106971
11.6		0.106887
11.61		0.106805
11.62		0.106722
11.63		0.106639
11.64		0.106557
11.65		0.106474
11.66		0.106392
11.67		0.10631
11.68		0.106228
11.69		0.106146
11.7		0.106065
11.71		0.105983
11.72		0.105902
11.73		0.105821
11.74		0.105739
11.75		0.105658
11.76		0.105577
11.77		0.105497
11.78		0.105416
11.79		0.105335
11.8		0.105255
11.81		0.105175
11.82		0.105095
11.83		0.105015
11.84		0.104935
11.85		0.104855
11.86		0.104775
11.87		0.104696
11.88		0.104617
11.89		0.104537
11.9		0.104458
11.91		0.104379
11.92		0.1043
11.93		0.104221
11.94		0.104143
11.95		0.104064
11.96		0.103986
11.97		0.103908
11.98		0.10383
11.99		0.103752
12		0.103674
12.01		0.103596
12.02		0.103518
12.03		0.103441
12.04		0.103363
12.05		0.103286
12.06		0.103209
12.07		0.103132
12.08		0.103055
12.09		0.102978
12.1		0.102901
12.11		0.102825
12.12		0.102748
12.13		0.102672
12.14		0.102596
12.15		0.102519
12.16		0.102443
12.17		0.102368
12.18		0.102292
12.19		0.102216
12.2		0.102141
12.21		0.102065
12.22		0.10199
12.23		0.101915
12.24		0.10184
12.25		0.101765
12.26		0.10169
12.27		0.101615
12.28		0.10154
12.29		0.101466
12.3		0.101391
12.31		0.101317
12.32		0.101243
12.33		0.101169
12.34		0.101095
12.35		0.101021
12.36		0.100947
12.37		0.100874
12.38		0.1008
12.39		0.100727
12.4		0.100654
12.41		0.10058
12.42		0.100507
12.43		0.100434
12.44		0.100362
12.45		0.100289
12.46		0.100216
12.47		0.100144
12.48		0.100071
12.49		0.099999
12.5		0.0999268
