tau [fm]		R_PiNS^-1
92.75		-0.00401184
92.85		-0.0040068
92.95		-0.00400177
93.05		-0.00399676
93.15		-0.00399177
93.25		-0.00398679
93.35		-0.00398183
93.45		-0.00397689
93.55		-0.00397196
93.65		-0.00396706
93.75		-0.00396216
93.85		-0.00395729
93.95		-0.00395243
94.05		-0.00394758
94.15		-0.00394276
94.25		-0.00393795
94.35		-0.00393315
94.45		-0.00392837
94.55		-0.00392361
94.65		-0.00391886
94.75		-0.00391412
94.85		-0.00390941
94.95		-0.0039047
95.05		-0.00390002
95.15		-0.00389534
95.25		-0.00389069
95.35		-0.00388604
95.45		-0.00388142
95.55		-0.0038768
95.65		-0.00387221
95.75		-0.00386762
95.85		-0.00386305
95.95		-0.0038585
96.05		-0.00385396
96.15		-0.00384943
96.25		-0.00384492
96.35		-0.00384042
96.45		-0.00383594
96.55		-0.00383147
96.65		-0.00382701
96.75		-0.00382257
96.85		-0.00381814
96.95		-0.00381372
97.05		-0.00380932
97.15		-0.00380493
97.25		-0.00380056
97.35		-0.00379619
97.45		-0.00379185
97.55		-0.00378751
97.65		-0.00378319
97.75		-0.00377888
97.85		-0.00377458
97.95		-0.0037703
98.05		-0.00376602
98.15		-0.00376177
98.25		-0.00375752
98.35		-0.00375329
98.45		-0.00374906
98.55		-0.00374485
98.65		-0.00374066
98.75		-0.00373647
98.85		-0.0037323
98.95		-0.00372814
99.05		-0.00372399
99.15		-0.00371986
99.25		-0.00371573
99.35		-0.00371162
99.45		-0.00370752
99.55		-0.00370343
99.65		-0.00369935
99.75		-0.00369529
99.85		-0.00369123
99.95		-0.00368719
