tau [fm]		R_piNS^-1
0.25		4.13918
0.26		3.98073
0.27		3.8341
0.28		3.69801
0.29		3.57135
0.3		3.45318
0.31		3.34267
0.32		3.23911
0.33		3.14184
0.34		3.05033
0.35		2.96406
0.36		2.8826
0.37		2.80557
0.38		2.7326
0.39		2.66338
0.4		2.59764
0.41		2.53511
0.42		2.47556
0.43		2.41879
0.44		2.36461
0.45		2.31284
0.46		2.26332
0.47		2.21592
0.48		2.17049
0.49		2.12692
0.5		2.08509
0.51		2.04491
0.52		2.00627
0.53		1.96909
0.54		1.93329
0.55		1.89879
0.56		1.86553
0.57		1.83343
0.58		1.80244
0.59		1.77249
0.6		1.74355
0.61		1.71556
0.62		1.68846
0.63		1.66223
0.64		1.63682
0.65		1.61219
0.66		1.5883
0.67		1.56513
0.68		1.54263
0.69		1.52079
0.7		1.49957
0.71		1.47895
0.72		1.4589
0.73		1.4394
0.74		1.42043
0.75		1.40196
0.76		1.38397
0.77		1.36646
0.78		1.34939
0.79		1.33275
0.8		1.31652
0.81		1.3007
0.82		1.28526
0.83		1.27019
0.84		1.25548
0.85		1.24112
0.86		1.22709
0.87		1.21338
0.88		1.19998
0.89		1.18688
0.9		1.17407
0.91		1.16155
0.92		1.14929
0.93		1.1373
0.94		1.12556
0.95		1.11406
0.96		1.10281
0.97		1.09179
0.98		1.08099
0.99		1.07041
1		1.06004
1.01		1.04987
1.02		1.0399
1.03		1.03013
1.04		1.02054
1.05		1.01114
1.06		1.00191
1.07		0.992852
1.08		0.983962
1.09		0.975235
1.1		0.966666
1.11		0.95825
1.12		0.949984
1.13		0.941864
1.14		0.933886
1.15		0.926045
1.16		0.91834
1.17		0.910765
1.18		0.903318
1.19		0.895996
1.2		0.888795
1.21		0.881713
1.22		0.874746
1.23		0.867892
1.24		0.861147
1.25		0.854511
1.26		0.847979
1.27		0.841549
1.28		0.835219
1.29		0.828987
1.3		0.82285
1.31		0.816807
1.32		0.810854
1.33		0.804991
1.34		0.799214
1.35		0.793523
1.36		0.787915
1.37		0.782388
1.38		0.776941
1.39		0.771571
1.4		0.766279
1.41		0.76106
1.42		0.755915
1.43		0.750841
1.44		0.745837
1.45		0.740902
1.46		0.736034
1.47		0.731232
1.48		0.726495
1.49		0.72182
1.5		0.717208
1.51		0.712656
1.52		0.708164
1.53		0.70373
1.54		0.699353
1.55		0.695032
1.56		0.690767
1.57		0.686555
1.58		0.682396
1.59		0.678289
1.6		0.674234
1.61		0.670228
1.62		0.666271
1.63		0.662363
1.64		0.658502
1.65		0.654687
1.66		0.650918
1.67		0.647194
1.68		0.643514
1.69		0.639877
1.7		0.636282
1.71		0.63273
1.72		0.629218
1.73		0.625747
1.74		0.622315
1.75		0.618922
1.76		0.615567
1.77		0.61225
1.78		0.60897
1.79		0.605727
1.8		0.602519
1.81		0.599346
1.82		0.596208
1.83		0.593104
1.84		0.590033
1.85		0.586995
1.86		0.58399
1.87		0.581017
1.88		0.578075
1.89		0.575164
1.9		0.572283
1.91		0.569432
1.92		0.566611
1.93		0.563818
1.94		0.561055
1.95		0.558319
1.96		0.555611
1.97		0.55293
1.98		0.550276
1.99		0.547649
2		0.545047
2.01		0.542472
2.02		0.539921
2.03		0.537396
2.04		0.534895
2.05		0.532418
2.06		0.529965
2.07		0.527535
2.08		0.525129
2.09		0.522745
2.1		0.520384
2.11		0.518046
2.12		0.515729
2.13		0.513433
2.14		0.511159
2.15		0.508906
2.16		0.506673
2.17		0.504461
2.18		0.502269
2.19		0.500097
2.2		0.497945
2.21		0.495811
2.22		0.493697
2.23		0.491602
2.24		0.489525
2.25		0.487466
2.26		0.485425
2.27		0.483403
2.28		0.481398
2.29		0.47941
2.3		0.477439
2.31		0.475485
2.32		0.473548
2.33		0.471627
2.34		0.469723
2.35		0.467834
2.36		0.465962
2.37		0.464105
2.38		0.462264
2.39		0.460437
2.4		0.458626
2.41		0.45683
2.42		0.455049
2.43		0.453282
2.44		0.451529
2.45		0.44979
2.46		0.448066
2.47		0.446355
2.48		0.444658
2.49		0.442975
2.5		0.441305
2.51		0.439648
2.52		0.438004
2.53		0.436372
2.54		0.434754
2.55		0.433148
2.56		0.431555
2.57		0.429974
2.58		0.428404
2.59		0.426847
2.6		0.425302
2.61		0.423769
2.62		0.422247
2.63		0.420736
2.64		0.419237
2.65		0.417749
2.66		0.416272
2.67		0.414807
2.68		0.413351
2.69		0.411907
2.7		0.410473
2.71		0.40905
2.72		0.407637
2.73		0.406234
2.74		0.404842
2.75		0.403459
2.76		0.402086
2.77		0.400723
2.78		0.39937
2.79		0.398027
2.8		0.396693
2.81		0.395368
2.82		0.394052
2.83		0.392746
2.84		0.391449
2.85		0.390161
2.86		0.388882
2.87		0.387611
2.88		0.38635
2.89		0.385097
2.9		0.383852
2.91		0.382616
2.92		0.381388
2.93		0.380169
2.94		0.378958
2.95		0.377755
2.96		0.37656
2.97		0.375373
2.98		0.374193
2.99		0.373022
3		0.371858
3.01		0.370702
3.02		0.369554
3.03		0.368413
3.04		0.367279
3.05		0.366153
3.06		0.365034
3.07		0.363922
3.08		0.362818
3.09		0.36172
3.1		0.360629
3.11		0.359546
3.12		0.358469
3.13		0.357399
3.14		0.356336
3.15		0.355279
3.16		0.354229
3.17		0.353186
3.18		0.352149
3.19		0.351119
3.2		0.350094
3.21		0.349077
3.22		0.348065
3.23		0.34706
3.24		0.34606
3.25		0.345067
3.26		0.34408
3.27		0.343099
3.28		0.342123
3.29		0.341154
3.3		0.34019
3.31		0.339232
3.32		0.33828
3.33		0.337334
3.34		0.336393
3.35		0.335457
3.36		0.334527
3.37		0.333603
3.38		0.332684
3.39		0.33177
3.4		0.330862
3.41		0.329959
3.42		0.329061
3.43		0.328168
3.44		0.32728
3.45		0.326398
3.46		0.32552
3.47		0.324648
3.48		0.32378
3.49		0.322917
3.5		0.32206
3.51		0.321207
3.52		0.320358
3.53		0.319515
3.54		0.318676
3.55		0.317842
3.56		0.317013
3.57		0.316188
3.58		0.315367
3.59		0.314552
3.6		0.31374
3.61		0.312933
3.62		0.312131
3.63		0.311333
3.64		0.310539
3.65		0.309749
3.66		0.308964
3.67		0.308183
3.68		0.307406
3.69		0.306633
3.7		0.305865
3.71		0.3051
3.72		0.30434
3.73		0.303583
3.74		0.302831
3.75		0.302082
3.76		0.301338
3.77		0.300597
3.78		0.29986
3.79		0.299127
3.8		0.298398
3.81		0.297673
3.82		0.296951
3.83		0.296233
3.84		0.295519
3.85		0.294808
3.86		0.294101
3.87		0.293398
3.88		0.292698
3.89		0.292002
3.9		0.291309
3.91		0.29062
3.92		0.289934
3.93		0.289252
3.94		0.288573
3.95		0.287897
3.96		0.287225
3.97		0.286556
3.98		0.285891
3.99		0.285228
4		0.284569
4.01		0.283914
4.02		0.283261
4.03		0.282612
4.04		0.281966
4.05		0.281323
4.06		0.280683
4.07		0.280046
4.08		0.279412
4.09		0.278781
4.1		0.278154
4.11		0.277529
4.12		0.276908
4.13		0.276289
4.14		0.275673
4.15		0.27506
4.16		0.27445
4.17		0.273843
4.18		0.273239
4.19		0.272638
4.2		0.272039
4.21		0.271443
4.22		0.270851
4.23		0.27026
4.24		0.269673
4.25		0.269088
4.26		0.268506
4.27		0.267927
4.28		0.26735
4.29		0.266776
4.3		0.266205
4.31		0.265636
4.32		0.26507
4.33		0.264506
4.34		0.263945
4.35		0.263386
4.36		0.26283
4.37		0.262277
4.38		0.261726
4.39		0.261177
4.4		0.260631
4.41		0.260087
4.42		0.259546
4.43		0.259007
4.44		0.258471
4.45		0.257937
4.46		0.257405
4.47		0.256876
4.48		0.256349
4.49		0.255824
4.5		0.255301
4.51		0.254781
4.52		0.254263
4.53		0.253748
4.54		0.253234
4.55		0.252723
4.56		0.252214
4.57		0.251707
4.58		0.251202
4.59		0.2507
4.6		0.250199
4.61		0.249701
4.62		0.249205
4.63		0.248711
4.64		0.248219
4.65		0.247729
4.66		0.247242
4.67		0.246756
4.68		0.246272
4.69		0.245791
4.7		0.245311
4.71		0.244833
4.72		0.244358
4.73		0.243884
4.74		0.243412
4.75		0.242943
4.76		0.242475
4.77		0.242009
4.78		0.241545
4.79		0.241083
4.8		0.240623
4.81		0.240164
4.82		0.239708
4.83		0.239253
4.84		0.238801
4.85		0.23835
4.86		0.237901
4.87		0.237453
4.88		0.237008
4.89		0.236564
4.9		0.236122
4.91		0.235682
4.92		0.235244
4.93		0.234807
4.94		0.234372
4.95		0.233939
4.96		0.233507
4.97		0.233078
4.98		0.232649
4.99		0.232223
5		0.231798
5.01		0.231375
5.02		0.230954
5.03		0.230534
5.04		0.230116
5.05		0.229699
5.06		0.229285
5.07		0.228871
5.08		0.22846
5.09		0.228049
5.1		0.227641
5.11		0.227234
5.12		0.226828
5.13		0.226425
5.14		0.226022
5.15		0.225622
5.16		0.225222
5.17		0.224824
5.18		0.224428
5.19		0.224033
5.2		0.22364
5.21		0.223248
5.22		0.222858
5.23		0.222469
5.24		0.222082
